geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,42,47,0,11,0
Alaska,67,33,0,0,0
Arizona,44,35,0,14,7
Arkansas,46,37,0,11,6
California,43,39,3,11,4
Colorado,33,52,1,10,4
Connecticut,35,37,2,20,6
Delaware,25,59,0,8,8
District of Columbia,27,60,0,13,0
Florida,36,42,2,16,4
Georgia,39,41,1,15,4
Hawaii,69,25,0,6,0
Idaho,27,60,0,7,6
Illinois,43,38,2,10,7
Indiana,31,45,3,18,3
Iowa,35,47,6,9,3
Kansas,44,28,4,20,4
Kentucky,37,45,4,12,2
Louisiana,48,33,4,12,3
Maine,32,36,0,32,0
Maryland,39,33,1,23,4
Massachusetts,39,35,1,13,12
Michigan,41,33,4,14,8
Minnesota,45,33,1,15,6
Mississippi,36,26,6,16,16
Missouri,32,46,5,13,4
Montana,42,32,0,16,10
Nebraska,40,36,0,14,10
Nevada,28,41,3,19,9
New Hampshire,38,30,7,18,7
New Jersey,41,43,4,9,3
New Mexico,29,59,0,12,0
New York,44,37,2,13,4
North Carolina,43,38,3,14,2
North Dakota,75,25,0,0,0
Ohio,40,38,1,13,8
Oklahoma,34,29,0,23,14
Oregon,38,40,6,8,8
Pennsylvania,34,46,2,14,4
Rhode Island,48,32,5,10,5
South Carolina,37,37,5,18,3
South Dakota,67,11,0,22,0
Tennessee,37,49,1,8,5
Texas,42,36,3,15,4
Utah,47,33,3,17,0
Vermont,60,0,0,20,20
Virginia,43,33,2,15,7
Washington,24,50,4,20,2
West Virginia,28,41,0,27,4
Wisconsin,28,50,1,17,4
Wyoming,34,33,0,33,0
