geoName,glaucoma
Alabama,18
Alaska,63
Arizona,14
Arkansas,32
California,26
Colorado,40
Connecticut,41
Delaware,86
District of Columbia,27
Florida,36
Georgia,31
Hawaii,88
Idaho,0
Illinois,48
Indiana,13
Iowa,0
Kansas,0
Kentucky,17
Louisiana,34
Maine,100
Maryland,39
Massachusetts,50
Michigan,30
Minnesota,22
Mississippi,34
Missouri,61
Montana,0
Nebraska,29
Nevada,64
New Hampshire,0
New Jersey,22
New Mexico,0
New York,26
North Carolina,36
North Dakota,0
Ohio,31
Oklahoma,40
Oregon,38
Pennsylvania,54
Rhode Island,0
South Carolina,49
South Dakota,0
Tennessee,33
Texas,39
Utah,51
Vermont,75
Virginia,37
Washington,43
West Virginia,0
Wisconsin,27
Wyoming,0
