geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,16,68,0,0,16
Alaska,0,81,0,19,0
Arizona,35,38,0,19,8
Arkansas,0,68,0,16,16
California,42,37,1,16,4
Colorado,41,33,3,18,5
Connecticut,44,31,4,8,13
Delaware,67,0,0,0,33
District of Columbia,45,40,0,12,3
Florida,45,29,4,20,2
Georgia,49,26,4,17,4
Hawaii,82,18,0,0,0
Idaho,60,20,0,20,0
Illinois,39,38,1,13,9
Indiana,42,40,0,15,3
Iowa,53,18,12,12,5
Kansas,47,7,6,20,20
Kentucky,42,33,0,22,3
Louisiana,40,31,5,15,9
Maine,22,45,0,33,0
Maryland,35,31,6,16,12
Massachusetts,36,37,2,16,9
Michigan,43,33,3,20,1
Minnesota,37,36,0,25,2
Mississippi,40,41,0,19,0
Missouri,27,48,6,11,8
Montana,0,51,0,49,0
Nebraska,38,38,0,12,12
Nevada,50,34,0,5,11
New Hampshire,62,23,0,15,0
New Jersey,42,39,1,14,4
New Mexico,20,51,0,20,9
New York,46,31,1,15,7
North Carolina,49,28,5,10,8
North Dakota,57,43,0,0,0
Ohio,41,30,8,14,7
Oklahoma,53,32,0,12,3
Oregon,45,34,2,15,4
Pennsylvania,48,29,3,14,6
Rhode Island,56,11,0,22,11
South Carolina,48,29,0,12,11
South Dakota,33,34,0,0,33
Tennessee,48,32,2,17,1
Texas,41,31,4,18,6
Utah,36,36,0,23,5
Vermont,50,25,0,25,0
Virginia,41,34,4,17,4
Washington,33,37,0,19,11
West Virginia,40,31,0,29,0
Wisconsin,56,30,2,5,7
Wyoming,100,0,0,0,0
