geoName,glaucoma
Alabama,41
Alaska,25
Arizona,31
Arkansas,17
California,16
Colorado,15
Connecticut,29
Delaware,100
District of Columbia,10
Florida,20
Georgia,11
Hawaii,46
Idaho,50
Illinois,24
Indiana,62
Iowa,0
Kansas,18
Kentucky,15
Louisiana,16
Maine,38
Maryland,22
Massachusetts,34
Michigan,17
Minnesota,27
Mississippi,30
Missouri,16
Montana,0
Nebraska,48
Nevada,57
New Hampshire,35
New Jersey,14
New Mexico,23
New York,22
North Carolina,35
North Dakota,0
Ohio,9
Oklahoma,9
Oregon,30
Pennsylvania,50
Rhode Island,0
South Carolina,34
South Dakota,31
Tennessee,31
Texas,19
Utah,0
Vermont,0
Virginia,19
Washington,26
West Virginia,0
Wisconsin,34
Wyoming,0
