geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,37,40,3,14,6
Alaska,44,56,0,0,0
Arizona,27,52,2,13,6
Arkansas,27,49,0,19,5
California,38,41,4,12,5
Colorado,27,47,2,16,8
Connecticut,31,36,0,21,12
Delaware,47,40,0,0,13
District of Columbia,72,14,0,14,0
Florida,41,39,5,11,4
Georgia,44,43,3,7,3
Hawaii,23,59,0,12,6
Idaho,28,68,0,0,4
Illinois,37,39,4,15,5
Indiana,27,54,6,9,4
Iowa,26,60,7,7,0
Kansas,28,51,3,12,6
Kentucky,35,43,4,15,3
Louisiana,36,47,9,5,3
Maine,40,35,0,10,15
Maryland,39,34,2,19,6
Massachusetts,34,48,3,11,4
Michigan,37,43,3,11,6
Minnesota,38,33,8,13,8
Mississippi,48,45,3,4,0
Missouri,29,44,5,14,8
Montana,30,60,0,10,0
Nebraska,46,42,0,8,4
Nevada,44,26,7,13,10
New Hampshire,32,46,0,18,4
New Jersey,37,43,3,10,7
New Mexico,35,48,4,9,4
New York,37,46,2,12,3
North Carolina,34,39,4,17,6
North Dakota,55,45,0,0,0
Ohio,40,39,3,14,4
Oklahoma,36,42,8,8,6
Oregon,28,41,3,18,10
Pennsylvania,40,38,3,14,5
Rhode Island,20,54,6,20,0
South Carolina,35,42,2,17,4
South Dakota,40,50,0,10,0
Tennessee,39,34,4,17,6
Texas,38,38,6,12,6
Utah,33,31,0,25,11
Vermont,40,0,0,40,20
Virginia,34,47,2,12,5
Washington,41,43,2,9,5
West Virginia,50,46,0,4,0
Wisconsin,38,39,1,18,4
Wyoming,67,33,0,0,0
