geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,35,44,0,14,7
Alaska,50,50,0,0,0
Arizona,35,43,4,15,3
Arkansas,32,56,0,8,4
California,41,37,3,14,5
Colorado,25,47,1,23,4
Connecticut,38,43,9,9,1
Delaware,47,40,0,13,0
District of Columbia,54,39,0,7,0
Florida,39,41,4,11,5
Georgia,34,44,0,15,7
Hawaii,67,33,0,0,0
Idaho,57,25,0,18,0
Illinois,38,38,3,12,9
Indiana,23,51,1,14,11
Iowa,44,34,2,8,12
Kansas,27,36,5,19,13
Kentucky,30,54,6,6,4
Louisiana,31,40,2,16,11
Maine,57,19,0,18,6
Maryland,37,36,4,16,7
Massachusetts,38,34,3,16,9
Michigan,38,37,8,10,7
Minnesota,40,33,1,18,8
Mississippi,32,55,0,9,4
Missouri,23,57,3,14,3
Montana,11,78,0,11,0
Nebraska,40,47,0,13,0
Nevada,44,44,0,9,3
New Hampshire,50,36,0,14,0
New Jersey,32,43,4,15,6
New Mexico,26,74,0,0,0
New York,42,36,3,16,3
North Carolina,36,38,5,13,8
North Dakota,40,50,0,10,0
Ohio,37,39,5,14,5
Oklahoma,37,47,2,12,2
Oregon,41,51,1,7,0
Pennsylvania,33,42,3,16,6
Rhode Island,56,38,6,0,0
South Carolina,32,63,0,0,5
South Dakota,38,38,0,12,12
Tennessee,33,46,3,9,9
Texas,40,40,4,11,5
Utah,37,40,4,17,2
Vermont,28,58,0,0,14
Virginia,38,41,5,11,5
Washington,33,41,2,19,5
West Virginia,27,47,0,20,6
Wisconsin,36,43,2,19,0
Wyoming,60,40,0,0,0
