geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,44,35,0,12,9
Alaska,60,40,0,0,0
Arizona,50,27,3,19,1
Arkansas,33,50,0,17,0
California,37,42,2,12,7
Colorado,35,40,7,18,0
Connecticut,35,44,3,15,3
Delaware,56,44,0,0,0
District of Columbia,49,30,0,18,3
Florida,40,35,3,16,6
Georgia,53,31,0,13,3
Hawaii,50,29,0,21,0
Idaho,33,33,0,34,0
Illinois,50,28,1,16,5
Indiana,41,33,6,18,2
Iowa,39,16,0,17,28
Kansas,50,23,0,23,4
Kentucky,41,38,7,11,3
Louisiana,44,31,3,19,3
Maine,36,21,0,43,0
Maryland,45,29,4,16,6
Massachusetts,36,36,5,14,9
Michigan,35,39,3,20,3
Minnesota,36,33,0,21,10
Mississippi,23,39,7,16,15
Missouri,44,25,4,25,2
Montana,33,56,0,0,11
Nebraska,50,50,0,0,0
Nevada,50,30,4,12,4
New Hampshire,59,16,0,17,8
New Jersey,41,39,1,15,4
New Mexico,50,12,0,38,0
New York,40,37,3,14,6
North Carolina,39,36,1,20,4
North Dakota,0,100,0,0,0
Ohio,30,38,1,18,13
Oklahoma,44,35,5,5,11
Oregon,37,37,4,16,6
Pennsylvania,48,27,3,13,9
Rhode Island,50,34,0,8,8
South Carolina,53,12,0,27,8
South Dakota,25,75,0,0,0
Tennessee,23,46,6,21,4
Texas,44,36,2,13,5
Utah,43,34,4,19,0
Vermont,25,25,0,50,0
Virginia,43,37,1,8,11
Washington,32,47,0,17,4
West Virginia,11,45,0,33,11
Wisconsin,44,29,5,19,3
Wyoming,50,50,0,0,0
