geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,50,30,0,15,5
Alaska,0,84,0,16,0
Arizona,31,44,3,15,7
Arkansas,45,30,7,15,3
California,47,34,3,12,4
Colorado,41,38,1,17,3
Connecticut,39,26,5,25,5
Delaware,78,22,0,0,0
District of Columbia,40,44,0,12,4
Florida,39,36,2,18,5
Georgia,37,33,1,20,9
Hawaii,54,31,0,15,0
Idaho,22,34,0,33,11
Illinois,42,34,0,18,6
Indiana,29,47,5,15,4
Iowa,22,34,0,39,5
Kansas,44,24,0,28,4
Kentucky,44,35,6,9,6
Louisiana,38,40,9,9,4
Maine,36,50,0,14,0
Maryland,43,34,3,11,9
Massachusetts,38,33,3,16,10
Michigan,44,28,4,19,5
Minnesota,32,41,2,21,4
Mississippi,38,31,0,19,12
Missouri,34,44,4,15,3
Montana,40,60,0,0,0
Nebraska,42,43,5,10,0
Nevada,54,38,8,0,0
New Hampshire,57,31,0,6,6
New Jersey,38,40,1,17,4
New Mexico,50,25,0,25,0
New York,46,35,2,10,7
North Carolina,37,37,4,16,6
North Dakota,0,50,0,50,0
Ohio,37,33,2,21,7
Oklahoma,38,38,0,17,7
Oregon,37,35,0,24,4
Pennsylvania,37,38,4,18,3
Rhode Island,56,33,0,0,11
South Carolina,38,46,2,10,4
South Dakota,50,50,0,0,0
Tennessee,35,44,4,9,8
Texas,45,33,2,16,4
Utah,42,46,0,8,4
Vermont,20,50,0,20,10
Virginia,32,42,3,17,6
Washington,58,26,1,14,1
West Virginia,26,64,0,10,0
Wisconsin,38,41,2,14,5
Wyoming,0,0,0,0,0
