geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,38,40,5,15,2
Alaska,75,25,0,0,0
Arizona,42,36,4,13,5
Arkansas,37,41,0,11,11
California,43,37,3,13,4
Colorado,39,29,3,26,3
Connecticut,47,34,0,19,0
Delaware,29,43,0,28,0
District of Columbia,43,26,0,18,13
Florida,45,40,1,11,3
Georgia,38,44,2,9,7
Hawaii,32,53,0,15,0
Idaho,44,25,0,25,6
Illinois,39,35,0,19,7
Indiana,36,43,1,12,8
Iowa,51,27,9,9,4
Kansas,51,23,6,20,0
Kentucky,47,22,5,13,13
Louisiana,42,42,0,14,2
Maine,31,44,0,17,8
Maryland,45,31,3,16,5
Massachusetts,49,33,2,10,6
Michigan,57,21,2,17,3
Minnesota,47,27,8,14,4
Mississippi,53,32,0,10,5
Missouri,44,37,1,12,6
Montana,67,33,0,0,0
Nebraska,55,5,4,32,4
Nevada,59,25,0,12,4
New Hampshire,38,25,0,12,25
New Jersey,46,39,1,10,4
New Mexico,20,30,0,30,20
New York,38,43,2,12,5
North Carolina,42,34,2,15,7
North Dakota,100,0,0,0,0
Ohio,41,23,6,17,13
Oklahoma,50,32,0,13,5
Oregon,48,21,0,24,7
Pennsylvania,41,37,2,14,6
Rhode Island,54,24,0,17,5
South Carolina,40,45,5,8,2
South Dakota,0,100,0,0,0
Tennessee,43,33,1,15,8
Texas,43,36,3,13,5
Utah,43,37,5,10,5
Vermont,67,33,0,0,0
Virginia,51,35,2,11,1
Washington,49,35,0,13,3
West Virginia,44,38,0,18,0
Wisconsin,40,47,0,10,3
Wyoming,67,0,0,33,0
