geoName,glaucoma
Alabama,22
Alaska,68
Arizona,35
Arkansas,0
California,51
Colorado,47
Connecticut,39
Delaware,0
District of Columbia,24
Florida,43
Georgia,40
Hawaii,39
Idaho,62
Illinois,37
Indiana,52
Iowa,34
Kansas,24
Kentucky,57
Louisiana,60
Maine,85
Maryland,51
Massachusetts,30
Michigan,31
Minnesota,18
Mississippi,42
Missouri,31
Montana,100
Nebraska,40
Nevada,46
New Hampshire,0
New Jersey,33
New Mexico,0
New York,45
North Carolina,26
North Dakota,0
Ohio,58
Oklahoma,24
Oregon,99
Pennsylvania,75
Rhode Island,46
South Carolina,21
South Dakota,0
Tennessee,53
Texas,29
Utah,82
Vermont,0
Virginia,36
Washington,18
West Virginia,0
Wisconsin,46
Wyoming,0
