geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,44,37,0,13,6
Alaska,57,43,0,0,0
Arizona,34,44,4,13,5
Arkansas,33,34,11,20,2
California,37,42,4,12,5
Colorado,41,36,2,15,6
Connecticut,33,43,4,14,6
Delaware,17,58,0,17,8
District of Columbia,56,28,0,0,16
Florida,34,49,2,11,4
Georgia,36,38,5,12,9
Hawaii,37,42,0,16,5
Idaho,35,48,0,9,8
Illinois,32,44,4,14,6
Indiana,42,40,3,10,5
Iowa,38,33,2,27,0
Kansas,33,42,3,13,9
Kentucky,42,42,4,8,4
Louisiana,49,44,2,5,0
Maine,33,56,0,11,0
Maryland,47,31,4,12,6
Massachusetts,45,40,0,8,7
Michigan,38,41,3,15,3
Minnesota,42,43,2,10,3
Mississippi,39,39,0,22,0
Missouri,35,38,6,16,5
Montana,40,40,0,20,0
Nebraska,35,44,13,4,4
Nevada,30,43,0,27,0
New Hampshire,24,56,8,12,0
New Jersey,46,31,3,12,8
New Mexico,29,55,4,8,4
New York,39,39,2,16,4
North Carolina,30,43,4,13,10
North Dakota,50,33,0,17,0
Ohio,36,42,2,17,3
Oklahoma,39,43,2,16,0
Oregon,38,41,2,11,8
Pennsylvania,41,41,2,14,2
Rhode Island,43,36,7,7,7
South Carolina,49,34,3,11,3
South Dakota,73,18,0,9,0
Tennessee,32,50,5,10,3
Texas,39,42,5,10,4
Utah,32,53,0,15,0
Vermont,17,27,0,56,0
Virginia,42,35,3,17,3
Washington,35,45,4,8,8
West Virginia,26,64,0,5,5
Wisconsin,32,51,2,14,1
Wyoming,49,25,0,26,0
