geoName,glaucoma
Alabama,13
Alaska,0
Arizona,38
Arkansas,50
California,30
Colorado,28
Connecticut,44
Delaware,0
District of Columbia,51
Florida,25
Georgia,26
Hawaii,24
Idaho,0
Illinois,29
Indiana,40
Iowa,0
Kansas,28
Kentucky,70
Louisiana,50
Maine,29
Maryland,27
Massachusetts,37
Michigan,26
Minnesota,18
Mississippi,47
Missouri,69
Montana,0
Nebraska,0
Nevada,15
New Hampshire,28
New Jersey,28
New Mexico,0
New York,33
North Carolina,55
North Dakota,0
Ohio,39
Oklahoma,43
Oregon,28
Pennsylvania,42
Rhode Island,0
South Carolina,13
South Dakota,0
Tennessee,16
Texas,25
Utah,17
Vermont,0
Virginia,25
Washington,28
West Virginia,0
Wisconsin,22
Wyoming,100
