geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,44,52,0,4,0
Alaska,40,20,0,40,0
Arizona,36,47,1,13,3
Arkansas,42,45,0,10,3
California,40,41,4,10,5
Colorado,32,47,1,13,7
Connecticut,36,44,5,13,2
Delaware,69,19,0,12,0
District of Columbia,80,10,0,0,10
Florida,38,43,2,13,4
Georgia,41,41,3,7,8
Hawaii,48,48,0,0,4
Idaho,33,37,0,23,7
Illinois,37,45,3,13,2
Indiana,26,50,5,13,6
Iowa,38,47,0,9,6
Kansas,30,40,2,21,7
Kentucky,31,36,1,27,5
Louisiana,49,41,6,2,2
Maine,35,17,0,36,12
Maryland,51,23,9,15,2
Massachusetts,27,54,2,14,3
Michigan,35,43,4,10,8
Minnesota,36,43,4,14,3
Mississippi,52,32,0,4,12
Missouri,34,46,4,14,2
Montana,36,18,0,37,9
Nebraska,41,37,0,18,4
Nevada,48,28,2,20,2
New Hampshire,35,40,5,10,10
New Jersey,46,36,1,10,7
New Mexico,30,35,0,18,17
New York,38,43,4,10,5
North Carolina,27,47,1,17,8
North Dakota,38,50,0,12,0
Ohio,36,41,4,11,8
Oklahoma,32,46,0,22,0
Oregon,36,49,0,13,2
Pennsylvania,39,40,2,13,6
Rhode Island,42,33,8,17,0
South Carolina,33,49,7,10,1
South Dakota,54,31,0,15,0
Tennessee,32,47,2,16,3
Texas,39,37,4,15,5
Utah,26,49,8,9,8
Vermont,33,0,0,34,33
Virginia,42,33,4,11,10
Washington,30,51,1,9,9
West Virginia,29,59,0,0,12
Wisconsin,35,38,4,15,8
Wyoming,100,0,0,0,0
