geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,0,100,0,0,0
Alaska,0,0,0,100,0
Arizona,0,50,0,50,0
Arkansas,0,100,0,0,0
California,38,31,3,25,3
Colorado,50,50,0,0,0
Connecticut,100,0,0,0,0
Delaware,0,100,0,0,0
District of Columbia,100,0,0,0,0
Florida,30,40,0,20,10
Georgia,36,27,0,37,0
Hawaii,0,0,0,100,0
Idaho,0,0,0,0,0
Illinois,33,11,11,45,0
Indiana,50,0,0,50,0
Iowa,25,50,0,25,0
Kansas,0,0,0,0,0
Kentucky,0,0,0,0,0
Louisiana,0,0,0,0,0
Maine,0,0,0,100,0
Maryland,100,0,0,0,0
Massachusetts,28,36,7,29,0
Michigan,37,12,0,51,0
Minnesota,17,16,0,67,0
Mississippi,0,0,0,0,0
Missouri,20,0,0,80,0
Montana,0,0,0,0,0
Nebraska,0,100,0,0,0
Nevada,0,0,0,100,0
New Hampshire,0,0,0,0,0
New Jersey,33,33,0,34,0
New Mexico,0,100,0,0,0
New York,37,22,0,37,4
North Carolina,43,28,0,29,0
North Dakota,50,0,0,50,0
Ohio,0,50,25,25,0
Oklahoma,0,0,0,100,0
Oregon,60,0,0,40,0
Pennsylvania,40,40,0,20,0
Rhode Island,50,0,0,0,50
South Carolina,0,0,0,0,0
South Dakota,0,0,0,100,0
Tennessee,33,33,0,34,0
Texas,67,8,8,17,0
Utah,0,100,0,0,0
Vermont,0,0,0,0,0
Virginia,42,16,0,34,8
Washington,50,50,0,0,0
West Virginia,50,50,0,0,0
Wisconsin,34,16,0,34,16
Wyoming,0,0,0,0,0
