geoName,glaucoma
Alabama,37
Alaska,0
Arizona,14
Arkansas,0
California,34
Colorado,42
Connecticut,23
Delaware,0
District of Columbia,46
Florida,36
Georgia,25
Hawaii,33
Idaho,0
Illinois,19
Indiana,14
Iowa,27
Kansas,61
Kentucky,19
Louisiana,17
Maine,37
Maryland,43
Massachusetts,42
Michigan,19
Minnesota,40
Mississippi,0
Missouri,62
Montana,0
Nebraska,0
Nevada,21
New Hampshire,37
New Jersey,39
New Mexico,40
New York,23
North Carolina,39
North Dakota,0
Ohio,35
Oklahoma,0
Oregon,100
Pennsylvania,16
Rhode Island,0
South Carolina,17
South Dakota,0
Tennessee,59
Texas,26
Utah,20
Vermont,0
Virginia,30
Washington,43
West Virginia,0
Wisconsin,10
Wyoming,0
