geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,31,46,0,18,5
Alaska,40,40,0,20,0
Arizona,46,34,2,16,2
Arkansas,48,30,6,11,5
California,41,39,3,13,4
Colorado,28,42,1,25,4
Connecticut,32,47,6,11,4
Delaware,75,0,0,25,0
District of Columbia,44,38,0,13,5
Florida,40,37,2,15,6
Georgia,32,50,2,11,5
Hawaii,33,56,0,11,0
Idaho,22,56,0,22,0
Illinois,43,38,1,13,5
Indiana,23,66,2,8,1
Iowa,40,36,4,16,4
Kansas,47,28,0,16,9
Kentucky,24,54,5,15,2
Louisiana,40,38,0,17,5
Maine,38,25,0,25,12
Maryland,45,30,4,11,10
Massachusetts,43,32,2,15,8
Michigan,39,39,1,15,6
Minnesota,34,42,2,14,8
Mississippi,39,56,0,5,0
Missouri,41,45,1,10,3
Montana,22,45,0,33,0
Nebraska,42,48,0,5,5
Nevada,35,39,0,23,3
New Hampshire,33,50,17,0,0
New Jersey,49,29,1,16,5
New Mexico,47,36,0,17,0
New York,40,39,3,12,6
North Carolina,38,40,2,13,7
North Dakota,0,0,0,0,0
Ohio,40,40,4,16,0
Oklahoma,25,53,5,7,10
Oregon,48,30,1,14,7
Pennsylvania,37,41,2,13,7
Rhode Island,33,34,0,27,6
South Carolina,40,40,5,10,5
South Dakota,33,34,0,33,0
Tennessee,43,37,3,15,2
Texas,41,38,3,16,2
Utah,32,54,0,14,0
Vermont,67,33,0,0,0
Virginia,37,37,3,18,5
Washington,27,56,1,9,7
West Virginia,33,59,0,8,0
Wisconsin,52,30,4,8,6
Wyoming,80,0,0,20,0
