geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,0,50,0,0,50
Alaska,0,0,0,0,0
Arizona,34,0,0,33,33
Arkansas,0,0,0,0,0
California,22,35,4,26,13
Colorado,34,33,33,0,0
Connecticut,0,0,0,0,100
Delaware,0,0,0,0,0
District of Columbia,0,0,0,0,0
Florida,75,0,25,0,0
Georgia,80,20,0,0,0
Hawaii,0,0,0,0,0
Idaho,0,0,0,0,0
Illinois,51,12,12,13,12
Indiana,0,100,0,0,0
Iowa,0,50,0,50,0
Kansas,0,100,0,0,0
Kentucky,0,0,0,0,0
Louisiana,0,50,0,50,0
Maine,0,0,0,0,0
Maryland,100,0,0,0,0
Massachusetts,40,30,10,10,10
Michigan,14,57,0,29,0
Minnesota,0,0,50,50,0
Mississippi,0,0,0,0,0
Missouri,100,0,0,0,0
Montana,0,0,0,100,0
Nebraska,0,0,0,0,0
Nevada,100,0,0,0,0
New Hampshire,0,100,0,0,0
New Jersey,0,75,0,25,0
New Mexico,0,0,0,0,0
New York,34,33,0,33,0
North Carolina,100,0,0,0,0
North Dakota,0,0,0,0,0
Ohio,17,33,0,17,33
Oklahoma,0,100,0,0,0
Oregon,25,50,25,0,0
Pennsylvania,40,20,0,40,0
Rhode Island,0,0,0,0,0
South Carolina,0,50,50,0,0
South Dakota,0,0,0,0,0
Tennessee,50,25,0,25,0
Texas,57,18,6,19,0
Utah,0,0,0,0,0
Vermont,0,0,0,0,0
Virginia,0,33,0,34,33
Washington,67,0,0,33,0
West Virginia,0,0,0,0,0
Wisconsin,0,50,0,50,0
Wyoming,0,0,0,0,0
