geoName,glaucoma
Alabama,23
Alaska,0
Arizona,46
Arkansas,78
California,52
Colorado,46
Connecticut,14
Delaware,0
District of Columbia,76
Florida,31
Georgia,48
Hawaii,86
Idaho,57
Illinois,53
Indiana,16
Iowa,34
Kansas,0
Kentucky,66
Louisiana,0
Maine,94
Maryland,55
Massachusetts,83
Michigan,25
Minnesota,19
Mississippi,44
Missouri,53
Montana,100
Nebraska,39
Nevada,26
New Hampshire,45
New Jersey,35
New Mexico,54
New York,61
North Carolina,28
North Dakota,0
Ohio,53
Oklahoma,50
Oregon,29
Pennsylvania,25
Rhode Island,96
South Carolina,46
South Dakota,0
Tennessee,58
Texas,31
Utah,0
Vermont,0
Virginia,66
Washington,7
West Virginia,0
Wisconsin,70
Wyoming,0
