geoName,glaucoma
Alabama,72
Alaska,0
Arizona,47
Arkansas,0
California,34
Colorado,14
Connecticut,24
Delaware,0
District of Columbia,56
Florida,41
Georgia,13
Hawaii,0
Idaho,0
Illinois,40
Indiana,53
Iowa,100
Kansas,20
Kentucky,94
Louisiana,35
Maine,37
Maryland,28
Massachusetts,44
Michigan,88
Minnesota,40
Mississippi,0
Missouri,0
Montana,0
Nebraska,31
Nevada,22
New Hampshire,38
New Jersey,21
New Mexico,42
New York,30
North Carolina,11
North Dakota,0
Ohio,50
Oklahoma,40
Oregon,46
Pennsylvania,50
Rhode Island,76
South Carolina,55
South Dakota,68
Tennessee,24
Texas,30
Utah,20
Vermont,0
Virginia,39
Washington,0
West Virginia,0
Wisconsin,19
Wyoming,0
