geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,29,36,9,22,4
Alaska,20,60,0,20,0
Arizona,33,42,1,21,3
Arkansas,41,33,5,19,2
California,38,42,4,13,3
Colorado,28,46,5,18,3
Connecticut,34,49,1,15,1
Delaware,18,73,0,9,0
District of Columbia,50,50,0,0,0
Florida,34,46,4,14,2
Georgia,32,46,4,14,4
Hawaii,37,42,0,16,5
Idaho,38,44,0,18,0
Illinois,38,50,2,9,1
Indiana,27,52,7,10,4
Iowa,45,42,2,11,0
Kansas,45,19,8,22,6
Kentucky,32,41,4,18,5
Louisiana,41,47,4,6,2
Maine,30,55,0,10,5
Maryland,39,43,5,11,2
Massachusetts,36,36,4,20,4
Michigan,35,48,4,9,4
Minnesota,27,49,3,16,5
Mississippi,30,50,8,8,4
Missouri,42,48,2,4,4
Montana,30,70,0,0,0
Nebraska,18,55,9,18,0
Nevada,31,50,0,17,2
New Hampshire,16,42,5,26,11
New Jersey,44,42,2,11,1
New Mexico,19,48,14,19,0
New York,34,46,4,12,4
North Carolina,31,48,2,14,5
North Dakota,67,0,0,33,0
Ohio,34,44,8,13,1
Oklahoma,27,43,8,18,4
Oregon,35,35,5,17,8
Pennsylvania,30,47,5,13,5
Rhode Island,23,47,7,15,8
South Carolina,33,51,2,14,0
South Dakota,50,40,0,10,0
Tennessee,45,41,3,8,3
Texas,38,40,5,15,2
Utah,28,54,2,14,2
Vermont,25,37,0,25,13
Virginia,31,40,4,20,5
Washington,38,41,7,11,3
West Virginia,44,28,8,16,4
Wisconsin,20,58,3,15,4
Wyoming,30,70,0,0,0
