geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,39,39,0,11,11
Alaska,50,34,0,16,0
Arizona,42,39,0,18,1
Arkansas,26,48,0,26,0
California,42,38,2,15,3
Colorado,37,35,0,16,12
Connecticut,60,23,3,7,7
Delaware,40,20,0,40,0
District of Columbia,43,33,0,19,5
Florida,37,38,1,20,4
Georgia,60,27,2,8,3
Hawaii,45,33,0,22,0
Idaho,33,22,0,45,0
Illinois,48,29,2,15,6
Indiana,58,27,2,13,0
Iowa,46,27,4,23,0
Kansas,55,9,9,23,4
Kentucky,40,38,2,17,3
Louisiana,53,29,4,14,0
Maine,25,63,0,12,0
Maryland,51,25,1,16,7
Massachusetts,45,27,4,14,10
Michigan,40,34,0,22,4
Minnesota,45,32,0,21,2
Mississippi,25,50,0,25,0
Missouri,52,22,4,13,9
Montana,0,50,0,50,0
Nebraska,31,32,0,21,16
Nevada,40,45,0,15,0
New Hampshire,67,17,0,16,0
New Jersey,44,41,1,10,4
New Mexico,30,60,0,10,0
New York,45,30,3,14,8
North Carolina,50,31,2,15,2
North Dakota,50,50,0,0,0
Ohio,44,26,3,24,3
Oklahoma,54,36,0,7,3
Oregon,51,35,4,6,4
Pennsylvania,43,32,4,19,2
Rhode Island,37,25,0,38,0
South Carolina,26,51,2,16,5
South Dakota,72,28,0,0,0
Tennessee,45,26,6,20,3
Texas,52,27,3,14,4
Utah,19,51,0,27,3
Vermont,16,51,0,33,0
Virginia,49,35,3,7,6
Washington,41,36,1,17,5
West Virginia,43,21,0,29,7
Wisconsin,41,34,4,20,1
Wyoming,75,25,0,0,0
