geoName,glaucoma
Alabama,40
Alaska,41
Arizona,0
Arkansas,23
California,21
Colorado,25
Connecticut,34
Delaware,0
District of Columbia,25
Florida,25
Georgia,19
Hawaii,25
Idaho,0
Illinois,33
Indiana,19
Iowa,35
Kansas,14
Kentucky,14
Louisiana,49
Maine,57
Maryland,13
Massachusetts,31
Michigan,19
Minnesota,12
Mississippi,47
Missouri,40
Montana,100
Nebraska,88
Nevada,32
New Hampshire,0
New Jersey,12
New Mexico,58
New York,13
North Carolina,4
North Dakota,0
Ohio,4
Oklahoma,28
Oregon,8
Pennsylvania,25
Rhode Island,25
South Carolina,13
South Dakota,0
Tennessee,17
Texas,15
Utah,28
Vermont,0
Virginia,16
Washington,33
West Virginia,0
Wisconsin,20
Wyoming,0
