geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,46,29,4,19,2
Alaska,29,57,0,14,0
Arizona,42,40,0,18,0
Arkansas,19,47,8,17,9
California,43,40,3,11,3
Colorado,38,45,6,10,1
Connecticut,34,35,6,15,10
Delaware,67,11,0,11,11
District of Columbia,33,25,0,33,9
Florida,36,44,2,15,3
Georgia,55,31,1,8,5
Hawaii,23,62,0,15,0
Idaho,38,50,0,12,0
Illinois,45,33,6,13,3
Indiana,29,44,5,16,6
Iowa,50,39,0,3,8
Kansas,31,46,6,17,0
Kentucky,34,39,7,16,4
Louisiana,41,47,3,6,3
Maine,37,42,0,21,0
Maryland,43,35,2,12,8
Massachusetts,51,32,3,13,1
Michigan,45,41,1,13,0
Minnesota,36,41,9,13,1
Mississippi,50,25,10,15,0
Missouri,40,39,3,11,7
Montana,32,31,0,31,6
Nebraska,40,54,0,6,0
Nevada,45,29,4,20,2
New Hampshire,39,44,0,17,0
New Jersey,44,34,0,12,10
New Mexico,57,39,0,4,0
New York,39,41,3,13,4
North Carolina,39,38,4,16,3
North Dakota,45,44,0,11,0
Ohio,37,49,1,10,3
Oklahoma,42,37,2,17,2
Oregon,48,29,0,16,7
Pennsylvania,44,33,5,14,4
Rhode Island,26,53,16,0,5
South Carolina,43,34,3,20,0
South Dakota,33,67,0,0,0
Tennessee,40,37,2,11,10
Texas,42,39,2,13,4
Utah,28,50,0,16,6
Vermont,14,86,0,0,0
Virginia,33,38,4,22,3
Washington,34,44,1,17,4
West Virginia,42,41,0,11,6
Wisconsin,43,34,1,15,7
Wyoming,55,9,0,36,0
