geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,37,32,0,17,14
Alaska,50,0,0,50,0
Arizona,34,40,2,24,0
Arkansas,41,30,0,22,7
California,41,35,4,13,7
Colorado,36,48,2,8,6
Connecticut,46,41,2,9,2
Delaware,47,42,0,11,0
District of Columbia,66,13,0,21,0
Florida,36,41,2,15,6
Georgia,50,31,3,12,4
Hawaii,33,51,0,16,0
Idaho,54,31,0,7,8
Illinois,42,38,2,13,5
Indiana,29,51,0,14,6
Iowa,15,60,0,10,15
Kansas,31,44,6,19,0
Kentucky,31,31,0,35,3
Louisiana,41,34,3,15,7
Maine,25,59,0,16,0
Maryland,30,48,2,10,10
Massachusetts,37,41,4,13,5
Michigan,39,40,4,16,1
Minnesota,42,39,0,12,7
Mississippi,67,33,0,0,0
Missouri,44,36,0,15,5
Montana,33,34,0,33,0
Nebraska,47,34,0,13,6
Nevada,43,47,0,10,0
New Hampshire,0,50,0,25,25
New Jersey,40,43,1,9,7
New Mexico,50,28,0,5,17
New York,43,40,2,10,5
North Carolina,40,34,5,15,6
North Dakota,67,0,0,33,0
Ohio,40,47,0,12,1
Oklahoma,32,50,9,9,0
Oregon,35,47,4,12,2
Pennsylvania,43,37,3,11,6
Rhode Island,46,27,0,9,18
South Carolina,30,44,0,16,10
South Dakota,100,0,0,0,0
Tennessee,33,42,5,13,7
Texas,38,40,3,13,6
Utah,45,39,5,5,6
Vermont,40,60,0,0,0
Virginia,40,41,1,13,5
Washington,33,44,3,14,6
West Virginia,18,55,0,18,9
Wisconsin,17,62,4,10,7
Wyoming,0,100,0,0,0
