geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,32,48,4,9,7
Alaska,34,33,0,33,0
Arizona,32,47,3,12,6
Arkansas,35,47,3,12,3
California,39,42,4,11,4
Colorado,35,45,0,17,3
Connecticut,29,51,1,11,8
Delaware,56,33,0,11,0
District of Columbia,47,34,0,13,6
Florida,38,41,3,13,5
Georgia,36,45,3,12,4
Hawaii,35,48,0,13,4
Idaho,15,62,0,23,0
Illinois,41,44,2,11,2
Indiana,16,71,4,8,1
Iowa,38,37,3,11,11
Kansas,40,39,0,14,7
Kentucky,34,56,2,4,4
Louisiana,40,37,0,16,7
Maine,29,48,0,14,9
Maryland,42,37,2,10,9
Massachusetts,40,37,4,11,8
Michigan,36,46,0,12,6
Minnesota,28,38,8,20,6
Mississippi,52,33,3,9,3
Missouri,39,41,3,6,11
Montana,33,59,0,8,0
Nebraska,29,42,0,23,6
Nevada,38,38,6,15,3
New Hampshire,36,48,5,11,0
New Jersey,36,37,2,17,8
New Mexico,39,35,4,22,0
New York,38,42,2,14,4
North Carolina,44,38,3,8,7
North Dakota,13,75,0,12,0
Ohio,40,39,2,14,5
Oklahoma,36,45,0,17,2
Oregon,36,42,9,12,1
Pennsylvania,37,44,4,10,5
Rhode Island,37,36,9,18,0
South Carolina,21,49,5,18,7
South Dakota,20,40,0,30,10
Tennessee,28,53,3,7,9
Texas,44,36,4,12,4
Utah,26,52,4,7,11
Vermont,20,40,0,20,20
Virginia,38,44,2,10,6
Washington,35,49,3,8,5
West Virginia,73,27,0,0,0
Wisconsin,31,51,5,9,4
Wyoming,50,0,0,50,0
