geoName,glaucoma
Alabama,40
Alaska,0
Arizona,24
Arkansas,0
California,37
Colorado,51
Connecticut,39
Delaware,0
District of Columbia,0
Florida,53
Georgia,34
Hawaii,35
Idaho,60
Illinois,55
Indiana,50
Iowa,68
Kansas,63
Kentucky,18
Louisiana,55
Maine,0
Maryland,99
Massachusetts,39
Michigan,54
Minnesota,60
Mississippi,69
Missouri,57
Montana,100
Nebraska,0
Nevada,0
New Hampshire,79
New Jersey,37
New Mexico,52
New York,45
North Carolina,71
North Dakota,0
Ohio,25
Oklahoma,21
Oregon,93
Pennsylvania,54
Rhode Island,0
South Carolina,60
South Dakota,71
Tennessee,37
Texas,53
Utah,26
Vermont,48
Virginia,27
Washington,29
West Virginia,0
Wisconsin,65
Wyoming,0
