geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,26,30,0,35,9
Alaska,41,40,0,19,0
Arizona,31,51,1,13,4
Arkansas,23,33,11,33,0
California,43,34,4,13,6
Colorado,25,54,0,15,6
Connecticut,47,27,3,21,2
Delaware,26,50,0,0,24
District of Columbia,37,44,0,17,2
Florida,45,35,1,12,7
Georgia,47,28,3,15,7
Hawaii,44,56,0,0,0
Idaho,34,55,0,11,0
Illinois,37,39,4,14,6
Indiana,27,55,2,9,7
Iowa,39,19,6,18,18
Kansas,76,12,0,12,0
Kentucky,26,43,7,21,3
Louisiana,42,18,0,27,13
Maine,56,27,0,17,0
Maryland,41,42,0,10,7
Massachusetts,51,29,1,11,8
Michigan,28,46,4,15,7
Minnesota,28,54,3,12,3
Mississippi,28,36,0,36,0
Missouri,48,15,3,19,15
Montana,0,100,0,0,0
Nebraska,22,43,0,35,0
Nevada,44,36,5,5,10
New Hampshire,34,58,0,0,8
New Jersey,52,25,3,10,10
New Mexico,51,31,0,18,0
New York,48,30,2,9,11
North Carolina,42,40,1,13,4
North Dakota,68,32,0,0,0
Ohio,40,26,4,25,5
Oklahoma,58,24,0,12,6
Oregon,42,28,3,20,7
Pennsylvania,37,38,3,15,7
Rhode Island,17,33,0,42,8
South Carolina,48,40,2,8,2
South Dakota,0,80,0,20,0
Tennessee,37,39,1,13,10
Texas,49,30,3,11,7
Utah,23,50,0,27,0
Vermont,26,50,0,24,0
Virginia,55,22,3,10,10
Washington,38,40,5,14,3
West Virginia,39,25,0,24,12
Wisconsin,43,33,0,16,8
Wyoming,0,0,0,100,0
