geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,34,26,13,27,0
Alaska,0,67,0,33,0
Arizona,47,33,0,13,7
Arkansas,47,31,7,15,0
California,44,31,4,16,5
Colorado,24,56,0,20,0
Connecticut,45,34,3,11,7
Delaware,72,28,0,0,0
District of Columbia,48,35,0,17,0
Florida,42,30,4,19,5
Georgia,52,29,4,10,5
Hawaii,67,13,0,20,0
Idaho,57,18,0,19,6
Illinois,52,29,3,16,0
Indiana,29,31,0,29,11
Iowa,42,26,0,32,0
Kansas,39,26,0,31,4
Kentucky,48,39,5,5,3
Louisiana,62,22,0,13,3
Maine,43,29,0,14,14
Maryland,44,32,1,11,12
Massachusetts,50,30,3,16,1
Michigan,49,23,6,13,9
Minnesota,55,29,2,12,2
Mississippi,6,60,0,20,14
Missouri,53,27,0,18,2
Montana,18,55,0,27,0
Nebraska,37,45,9,9,0
Nevada,28,46,4,18,4
New Hampshire,54,26,0,20,0
New Jersey,49,28,3,17,3
New Mexico,36,29,0,21,14
New York,48,26,2,18,6
North Carolina,48,23,0,20,9
North Dakota,33,67,0,0,0
Ohio,43,35,3,14,5
Oklahoma,58,26,5,11,0
Oregon,30,44,0,23,3
Pennsylvania,40,34,4,17,5
Rhode Island,50,0,25,0,25
South Carolina,34,45,0,19,2
South Dakota,38,12,0,50,0
Tennessee,57,21,4,14,4
Texas,48,31,3,13,5
Utah,45,20,5,10,20
Vermont,51,33,0,16,0
Virginia,53,34,2,4,7
Washington,33,47,1,10,9
West Virginia,30,41,0,17,12
Wisconsin,34,28,9,17,12
Wyoming,0,75,0,25,0
