geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,44,32,0,21,3
Alaska,33,0,0,67,0
Arizona,33,31,6,26,4
Arkansas,52,40,0,8,0
California,43,39,4,11,3
Colorado,26,42,2,21,9
Connecticut,39,47,2,10,2
Delaware,25,0,0,75,0
District of Columbia,47,35,0,12,6
Florida,42,38,1,15,4
Georgia,51,32,4,12,1
Hawaii,41,47,0,6,6
Idaho,57,25,0,6,12
Illinois,44,35,3,13,5
Indiana,37,46,1,14,2
Iowa,44,44,0,12,0
Kansas,40,37,3,17,3
Kentucky,29,48,2,19,2
Louisiana,46,32,4,14,4
Maine,38,31,0,25,6
Maryland,37,35,2,17,9
Massachusetts,44,33,3,13,7
Michigan,48,33,4,11,4
Minnesota,33,45,4,9,9
Mississippi,25,42,0,25,8
Missouri,36,39,4,20,1
Montana,75,25,0,0,0
Nebraska,60,27,0,13,0
Nevada,40,26,13,17,4
New Hampshire,39,38,0,23,0
New Jersey,44,33,5,15,3
New Mexico,37,32,10,21,0
New York,40,38,2,15,5
North Carolina,47,36,4,11,2
North Dakota,40,60,0,0,0
Ohio,40,36,1,18,5
Oklahoma,49,24,12,9,6
Oregon,39,41,6,10,4
Pennsylvania,43,41,1,10,5
Rhode Island,64,27,0,0,9
South Carolina,41,36,4,17,2
South Dakota,38,37,0,25,0
Tennessee,32,50,5,10,3
Texas,46,35,3,11,5
Utah,38,31,3,28,0
Vermont,22,33,0,34,11
Virginia,36,41,4,15,4
Washington,36,42,1,13,8
West Virginia,70,10,0,20,0
Wisconsin,28,45,4,21,2
Wyoming,0,0,0,0,0
