geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,33,34,0,33,0
Alaska,0,0,0,0,0
Arizona,24,26,0,50,0
Arkansas,0,0,0,100,0
California,49,14,4,23,10
Colorado,28,29,0,43,0
Connecticut,49,39,0,12,0
Delaware,0,0,0,0,0
District of Columbia,84,0,0,16,0
Florida,43,30,9,14,4
Georgia,59,8,0,25,8
Hawaii,0,0,0,0,0
Idaho,49,51,0,0,0
Illinois,50,26,0,16,8
Indiana,20,20,0,40,20
Iowa,50,0,0,25,25
Kansas,19,62,0,19,0
Kentucky,39,41,20,0,0
Louisiana,0,0,0,50,50
Maine,50,0,0,50,0
Maryland,57,0,0,29,14
Massachusetts,43,29,0,21,7
Michigan,57,0,14,29,0
Minnesota,36,28,9,9,18
Mississippi,100,0,0,0,0
Missouri,67,11,0,11,11
Montana,0,0,0,0,0
Nebraska,0,0,0,0,0
Nevada,24,52,0,24,0
New Hampshire,0,0,0,0,100
New Jersey,30,24,0,46,0
New Mexico,0,100,0,0,0
New York,57,17,10,16,0
North Carolina,28,44,14,14,0
North Dakota,0,100,0,0,0
Ohio,33,7,0,47,13
Oklahoma,67,17,0,16,0
Oregon,0,51,0,49,0
Pennsylvania,50,15,0,30,5
Rhode Island,24,26,0,50,0
South Carolina,100,0,0,0,0
South Dakota,0,0,0,100,0
Tennessee,39,61,0,0,0
Texas,35,8,3,39,15
Utah,49,51,0,0,0
Vermont,50,0,0,50,0
Virginia,55,23,0,11,11
Washington,84,0,16,0,0
West Virginia,0,0,0,0,0
Wisconsin,31,8,7,54,0
Wyoming,0,0,0,0,0
