geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,31,40,3,17,9
Alaska,33,33,0,34,0
Arizona,39,45,4,10,2
Arkansas,55,27,0,14,4
California,47,35,4,11,3
Colorado,27,50,3,18,2
Connecticut,50,26,0,18,6
Delaware,75,12,0,13,0
District of Columbia,60,27,0,9,4
Florida,42,35,3,17,3
Georgia,47,38,2,13,0
Hawaii,32,37,0,16,15
Idaho,17,65,0,18,0
Illinois,40,33,4,17,6
Indiana,29,59,0,12,0
Iowa,45,22,7,11,15
Kansas,47,34,3,6,10
Kentucky,47,32,2,17,2
Louisiana,36,45,0,15,4
Maine,41,40,0,13,6
Maryland,32,39,6,21,2
Massachusetts,38,35,5,15,7
Michigan,42,30,0,24,4
Minnesota,30,43,8,17,2
Mississippi,44,44,4,4,4
Missouri,39,46,3,9,3
Montana,11,78,0,11,0
Nebraska,22,44,0,30,4
Nevada,40,36,0,16,8
New Hampshire,50,45,0,5,0
New Jersey,52,31,5,7,5
New Mexico,25,45,0,30,0
New York,44,35,2,14,5
North Carolina,34,40,4,17,5
North Dakota,0,100,0,0,0
Ohio,38,38,3,12,9
Oklahoma,18,53,12,6,11
Oregon,30,42,0,21,7
Pennsylvania,41,36,3,14,6
Rhode Island,25,33,0,34,8
South Carolina,39,46,2,9,4
South Dakota,12,50,0,13,25
Tennessee,35,37,2,19,7
Texas,48,35,4,9,4
Utah,39,46,0,6,9
Vermont,38,50,0,0,12
Virginia,38,37,2,21,2
Washington,29,55,2,11,3
West Virginia,58,28,0,14,0
Wisconsin,45,37,2,16,0
Wyoming,40,40,0,20,0
