geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,48,21,0,31,0
Alaska,0,33,0,67,0
Arizona,39,48,0,7,6
Arkansas,25,69,6,0,0
California,48,38,2,10,2
Colorado,44,38,1,13,4
Connecticut,48,41,1,4,6
Delaware,57,29,0,14,0
District of Columbia,37,38,0,22,3
Florida,36,46,0,14,4
Georgia,48,28,3,16,5
Hawaii,12,75,0,13,0
Idaho,42,33,0,17,8
Illinois,42,33,3,17,5
Indiana,26,52,2,7,13
Iowa,45,35,5,15,0
Kansas,56,38,0,3,3
Kentucky,44,40,4,12,0
Louisiana,43,27,3,24,3
Maine,33,25,0,25,17
Maryland,37,41,3,14,5
Massachusetts,36,43,3,8,10
Michigan,40,37,4,10,9
Minnesota,38,33,3,21,5
Mississippi,41,48,5,0,6
Missouri,45,33,2,11,9
Montana,16,50,0,17,17
Nebraska,47,24,5,24,0
Nevada,40,47,3,7,3
New Hampshire,58,21,0,11,10
New Jersey,33,49,0,11,7
New Mexico,47,35,0,18,0
New York,38,43,1,14,4
North Carolina,39,41,2,14,4
North Dakota,25,75,0,0,0
Ohio,48,33,0,12,7
Oklahoma,42,38,0,8,12
Oregon,44,29,2,17,8
Pennsylvania,43,35,2,12,8
Rhode Island,38,25,0,12,25
South Carolina,40,47,0,9,4
South Dakota,67,33,0,0,0
Tennessee,19,50,10,18,3
Texas,49,34,3,11,3
Utah,35,35,10,20,0
Vermont,33,67,0,0,0
Virginia,30,38,1,19,12
Washington,41,38,1,14,6
West Virginia,60,20,0,20,0
Wisconsin,36,46,1,16,1
Wyoming,50,16,0,34,0
