geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,32,51,2,13,2
Alaska,50,50,0,0,0
Arizona,33,44,4,10,9
Arkansas,27,50,2,19,2
California,45,36,3,11,5
Colorado,37,41,2,16,4
Connecticut,35,44,4,13,4
Delaware,19,81,0,0,0
District of Columbia,30,40,0,20,10
Florida,40,41,3,12,4
Georgia,35,37,5,16,7
Hawaii,37,51,0,8,4
Idaho,16,43,0,25,16
Illinois,37,39,1,18,5
Indiana,26,59,2,10,3
Iowa,44,32,4,20,0
Kansas,35,40,8,13,4
Kentucky,26,53,3,9,9
Louisiana,46,35,0,13,6
Maine,33,41,0,13,13
Maryland,29,43,0,20,8
Massachusetts,40,38,5,13,4
Michigan,43,41,5,10,1
Minnesota,43,35,1,16,5
Mississippi,55,25,0,20,0
Missouri,39,45,1,12,3
Montana,63,12,0,0,25
Nebraska,33,23,0,28,16
Nevada,46,41,0,11,2
New Hampshire,47,42,0,11,0
New Jersey,35,42,6,11,6
New Mexico,31,55,7,7,0
New York,42,38,4,13,3
North Carolina,34,45,2,16,3
North Dakota,50,17,0,33,0
Ohio,41,39,6,12,2
Oklahoma,45,30,5,18,2
Oregon,36,40,0,17,7
Pennsylvania,37,36,6,17,4
Rhode Island,33,41,0,26,0
South Carolina,39,43,5,8,5
South Dakota,17,34,0,33,16
Tennessee,41,42,2,9,6
Texas,38,42,4,12,4
Utah,32,48,8,10,2
Vermont,57,14,0,29,0
Virginia,36,32,2,22,8
Washington,36,47,1,13,3
West Virginia,23,47,0,23,7
Wisconsin,36,41,1,15,7
Wyoming,25,50,0,25,0
