geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,29,49,6,9,7
Alaska,0,0,0,0,0
Arizona,37,42,2,15,4
Arkansas,34,42,6,15,3
California,38,43,5,9,5
Colorado,28,39,4,25,4
Connecticut,45,43,3,7,2
Delaware,38,50,0,12,0
District of Columbia,57,28,0,3,12
Florida,32,50,4,12,2
Georgia,34,49,3,9,5
Hawaii,51,27,0,16,6
Idaho,18,59,0,11,12
Illinois,43,43,2,9,3
Indiana,23,50,5,18,4
Iowa,15,54,4,23,4
Kansas,38,45,7,5,5
Kentucky,36,47,3,9,5
Louisiana,32,52,4,8,4
Maine,38,52,0,5,5
Maryland,34,40,5,15,6
Massachusetts,33,49,4,14,0
Michigan,36,48,2,12,2
Minnesota,31,44,9,13,3
Mississippi,31,63,3,3,0
Missouri,36,50,3,4,7
Montana,22,57,0,14,7
Nebraska,37,45,0,9,9
Nevada,43,44,3,10,0
New Hampshire,12,76,8,4,0
New Jersey,39,42,2,11,6
New Mexico,43,38,0,16,3
New York,35,42,3,16,4
North Carolina,36,43,4,16,1
North Dakota,26,58,0,16,0
Ohio,28,49,3,17,3
Oklahoma,31,38,5,16,10
Oregon,31,46,3,18,2
Pennsylvania,37,40,2,15,6
Rhode Island,19,50,0,25,6
South Carolina,27,49,1,18,5
South Dakota,26,50,0,16,8
Tennessee,33,53,4,7,3
Texas,34,49,3,10,4
Utah,46,38,0,16,0
Vermont,0,40,0,60,0
Virginia,37,43,3,11,6
Washington,27,53,0,16,4
West Virginia,35,59,0,6,0
Wisconsin,26,50,6,11,7
Wyoming,14,43,0,43,0
