geoName,glaucoma
Alabama,27
Alaska,45
Arizona,9
Arkansas,13
California,20
Colorado,24
Connecticut,9
Delaware,38
District of Columbia,19
Florida,27
Georgia,24
Hawaii,27
Idaho,38
Illinois,20
Indiana,24
Iowa,0
Kansas,23
Kentucky,49
Louisiana,19
Maine,27
Maryland,29
Massachusetts,28
Michigan,23
Minnesota,19
Mississippi,0
Missouri,38
Montana,0
Nebraska,24
Nevada,24
New Hampshire,14
New Jersey,11
New Mexico,0
New York,25
North Carolina,24
North Dakota,0
Ohio,25
Oklahoma,0
Oregon,23
Pennsylvania,20
Rhode Island,0
South Carolina,14
South Dakota,0
Tennessee,27
Texas,23
Utah,26
Vermont,0
Virginia,17
Washington,29
West Virginia,29
Wisconsin,30
Wyoming,100
