geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,45,39,3,8,5
Alaska,33,67,0,0,0
Arizona,30,56,0,10,4
Arkansas,33,51,0,4,12
California,42,41,2,11,4
Colorado,31,43,2,17,7
Connecticut,30,36,6,19,9
Delaware,36,55,0,9,0
District of Columbia,50,42,0,4,4
Florida,41,41,2,12,4
Georgia,36,43,0,13,8
Hawaii,46,54,0,0,0
Idaho,25,63,0,0,12
Illinois,39,41,3,12,5
Indiana,15,63,1,16,5
Iowa,39,53,0,0,8
Kansas,37,43,5,5,10
Kentucky,39,39,4,11,7
Louisiana,36,37,6,9,12
Maine,27,47,0,13,13
Maryland,53,30,3,3,11
Massachusetts,35,29,4,24,8
Michigan,42,35,5,13,5
Minnesota,40,43,0,17,0
Mississippi,20,41,0,33,6
Missouri,41,39,2,12,6
Montana,60,40,0,0,0
Nebraska,23,48,0,29,0
Nevada,59,24,3,14,0
New Hampshire,27,37,9,18,9
New Jersey,41,37,2,16,4
New Mexico,23,47,15,15,0
New York,43,34,4,14,5
North Carolina,39,33,1,19,8
North Dakota,34,33,0,33,0
Ohio,43,25,4,24,4
Oklahoma,30,56,3,6,5
Oregon,24,36,2,29,9
Pennsylvania,36,43,1,13,7
Rhode Island,45,33,0,22,0
South Carolina,36,49,0,9,6
South Dakota,0,50,0,50,0
Tennessee,46,39,2,13,0
Texas,39,41,3,12,5
Utah,37,37,0,21,5
Vermont,50,50,0,0,0
Virginia,35,42,2,17,4
Washington,40,48,0,6,6
West Virginia,21,47,6,20,6
Wisconsin,35,51,2,10,2
Wyoming,60,20,0,20,0
