geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,39,47,6,6,2
Alaska,80,20,0,0,0
Arizona,35,42,2,16,5
Arkansas,40,39,0,13,8
California,40,41,4,11,4
Colorado,33,36,3,19,9
Connecticut,38,40,5,9,8
Delaware,50,40,0,10,0
District of Columbia,22,56,0,22,0
Florida,40,40,2,12,6
Georgia,34,41,6,12,7
Hawaii,64,26,0,5,5
Idaho,31,57,0,12,0
Illinois,40,39,5,12,4
Indiana,30,57,2,9,2
Iowa,38,34,0,21,7
Kansas,25,44,6,19,6
Kentucky,40,40,0,15,5
Louisiana,39,46,2,9,4
Maine,40,60,0,0,0
Maryland,40,38,2,12,8
Massachusetts,31,51,2,12,4
Michigan,36,39,4,15,6
Minnesota,38,38,1,16,7
Mississippi,23,59,0,18,0
Missouri,36,44,5,7,8
Montana,25,63,0,12,0
Nebraska,27,48,10,10,5
Nevada,37,33,10,17,3
New Hampshire,14,60,13,7,6
New Jersey,45,33,0,20,2
New Mexico,7,57,0,22,14
New York,34,47,3,11,5
North Carolina,33,42,6,15,4
North Dakota,50,50,0,0,0
Ohio,27,50,4,14,5
Oklahoma,39,50,7,0,4
Oregon,34,40,8,14,4
Pennsylvania,39,40,1,8,12
Rhode Island,27,46,9,9,9
South Carolina,38,42,2,14,4
South Dakota,34,16,0,34,16
Tennessee,28,52,5,8,7
Texas,42,38,5,11,4
Utah,38,43,0,19,0
Vermont,14,57,0,29,0
Virginia,31,50,4,13,2
Washington,34,48,0,16,2
West Virginia,30,41,0,24,5
Wisconsin,31,56,1,4,8
Wyoming,16,84,0,0,0
