geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,48,49,0,3,0
Alaska,50,40,0,10,0
Arizona,29,56,1,10,4
Arkansas,29,43,0,28,0
California,39,37,5,15,4
Colorado,29,51,1,13,6
Connecticut,26,56,0,16,2
Delaware,40,30,0,20,10
District of Columbia,53,27,0,10,10
Florida,39,42,2,16,1
Georgia,36,40,2,15,7
Hawaii,33,34,0,25,8
Idaho,35,54,0,6,5
Illinois,37,40,2,18,3
Indiana,16,73,0,9,2
Iowa,32,40,3,18,7
Kansas,59,25,4,4,8
Kentucky,44,36,2,16,2
Louisiana,40,28,7,15,10
Maine,19,57,0,12,12
Maryland,45,29,7,10,9
Massachusetts,41,42,2,9,6
Michigan,43,39,3,6,9
Minnesota,40,33,7,16,4
Mississippi,29,36,0,24,11
Missouri,33,47,4,12,4
Montana,0,75,0,25,0
Nebraska,35,42,3,17,3
Nevada,42,38,8,8,4
New Hampshire,42,25,8,17,8
New Jersey,31,43,6,17,3
New Mexico,59,30,0,6,5
New York,38,38,4,17,3
North Carolina,35,44,2,17,2
North Dakota,60,20,0,20,0
Ohio,39,28,5,17,11
Oklahoma,34,44,4,14,4
Oregon,42,34,2,17,5
Pennsylvania,47,38,4,8,3
Rhode Island,21,29,7,29,14
South Carolina,46,48,0,6,0
South Dakota,0,67,0,33,0
Tennessee,40,43,1,14,2
Texas,43,39,2,13,3
Utah,25,59,0,16,0
Vermont,12,51,0,25,12
Virginia,44,38,2,15,1
Washington,41,44,4,10,1
West Virginia,57,31,6,6,0
Wisconsin,24,55,2,10,9
Wyoming,78,11,0,11,0
