geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,41,36,2,14,7
Alaska,25,50,0,25,0
Arizona,48,32,5,12,3
Arkansas,43,33,0,14,10
California,42,39,4,10,5
Colorado,29,52,0,17,2
Connecticut,29,42,8,16,5
Delaware,43,14,0,43,0
District of Columbia,27,37,0,27,9
Florida,40,45,0,13,2
Georgia,45,42,0,13,0
Hawaii,30,60,0,10,0
Idaho,15,62,0,15,8
Illinois,36,42,5,13,4
Indiana,28,61,0,6,5
Iowa,25,50,5,15,5
Kansas,38,38,3,14,7
Kentucky,19,38,7,29,7
Louisiana,33,44,1,11,11
Maine,44,48,0,4,4
Maryland,50,36,3,8,3
Massachusetts,44,39,3,13,1
Michigan,36,44,1,11,8
Minnesota,36,38,7,12,7
Mississippi,61,23,0,11,5
Missouri,36,44,5,13,2
Montana,16,67,0,17,0
Nebraska,38,25,0,31,6
Nevada,33,48,0,19,0
New Hampshire,48,30,0,13,9
New Jersey,50,32,2,11,5
New Mexico,50,28,0,11,11
New York,34,42,2,17,5
North Carolina,35,42,4,16,3
North Dakota,28,58,0,14,0
Ohio,36,44,2,18,0
Oklahoma,62,25,3,7,3
Oregon,46,42,0,10,2
Pennsylvania,40,42,3,8,7
Rhode Island,27,37,9,18,9
South Carolina,28,54,2,14,2
South Dakota,50,16,0,34,0
Tennessee,32,50,0,17,1
Texas,48,34,2,12,4
Utah,29,50,0,17,4
Vermont,50,0,0,50,0
Virginia,41,43,1,11,4
Washington,44,34,0,15,7
West Virginia,23,65,0,6,6
Wisconsin,39,42,1,12,6
Wyoming,75,0,0,25,0
