geoName,glaucoma
Alabama,13
Alaska,0
Arizona,32
Arkansas,51
California,27
Colorado,22
Connecticut,49
Delaware,72
District of Columbia,5
Florida,29
Georgia,15
Hawaii,72
Idaho,40
Illinois,25
Indiana,33
Iowa,0
Kansas,14
Kentucky,0
Louisiana,51
Maine,0
Maryland,19
Massachusetts,30
Michigan,15
Minnesota,27
Mississippi,0
Missouri,43
Montana,0
Nebraska,0
Nevada,43
New Hampshire,25
New Jersey,23
New Mexico,0
New York,32
North Carolina,42
North Dakota,0
Ohio,20
Oklahoma,44
Oregon,16
Pennsylvania,20
Rhode Island,0
South Carolina,41
South Dakota,48
Tennessee,16
Texas,31
Utah,17
Vermont,45
Virginia,23
Washington,27
West Virginia,0
Wisconsin,42
Wyoming,100
