geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,63,12,0,21,4
Alaska,0,75,0,25,0
Arizona,44,37,3,10,6
Arkansas,34,33,0,25,8
California,45,31,3,16,5
Colorado,23,64,2,11,0
Connecticut,41,26,0,18,15
Delaware,80,20,0,0,0
District of Columbia,82,9,0,9,0
Florida,41,30,5,20,4
Georgia,51,28,3,9,9
Hawaii,30,60,0,10,0
Idaho,25,50,0,17,8
Illinois,44,34,1,16,5
Indiana,28,55,2,13,2
Iowa,55,28,4,13,0
Kansas,30,41,3,23,3
Kentucky,51,31,3,8,7
Louisiana,47,33,0,10,10
Maine,36,29,0,28,7
Maryland,42,21,3,27,7
Massachusetts,45,40,1,13,1
Michigan,40,30,5,18,7
Minnesota,46,30,5,14,5
Mississippi,61,26,0,0,13
Missouri,44,38,3,13,2
Montana,38,50,0,12,0
Nebraska,51,16,0,33,0
Nevada,40,25,5,25,5
New Hampshire,14,72,0,14,0
New Jersey,44,31,5,12,8
New Mexico,38,38,12,6,6
New York,45,32,2,14,7
North Carolina,39,45,2,12,2
North Dakota,0,33,0,67,0
Ohio,42,41,1,10,6
Oklahoma,46,25,0,17,12
Oregon,60,31,3,6,0
Pennsylvania,35,38,4,16,7
Rhode Island,34,33,0,33,0
South Carolina,41,37,0,19,3
South Dakota,17,50,0,16,17
Tennessee,39,37,4,10,10
Texas,49,30,3,14,4
Utah,18,41,4,23,14
Vermont,51,16,0,0,33
Virginia,43,32,1,16,8
Washington,43,36,4,13,4
West Virginia,58,28,0,14,0
Wisconsin,40,39,6,4,11
Wyoming,25,50,0,25,0
