geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,32,41,1,13,13
Alaska,25,63,0,12,0
Arizona,36,42,0,16,6
Arkansas,41,39,0,20,0
California,40,41,3,12,4
Colorado,38,40,1,15,6
Connecticut,33,40,1,20,6
Delaware,38,39,0,23,0
District of Columbia,28,43,0,29,0
Florida,38,40,2,13,7
Georgia,35,44,1,14,6
Hawaii,39,49,0,4,8
Idaho,36,46,0,18,0
Illinois,31,43,4,16,6
Indiana,21,61,2,13,3
Iowa,33,44,2,19,2
Kansas,27,44,0,24,5
Kentucky,28,51,3,14,4
Louisiana,25,44,0,18,13
Maine,67,5,0,17,11
Maryland,41,46,3,4,6
Massachusetts,36,32,4,16,12
Michigan,34,39,3,16,8
Minnesota,35,43,1,16,5
Mississippi,42,36,0,13,9
Missouri,35,35,4,21,5
Montana,15,78,0,7,0
Nebraska,20,44,0,24,12
Nevada,28,50,0,18,4
New Hampshire,25,63,0,8,4
New Jersey,38,43,3,13,3
New Mexico,30,33,9,20,8
New York,38,41,4,12,5
North Carolina,34,42,1,16,7
North Dakota,70,20,0,10,0
Ohio,38,37,3,16,6
Oklahoma,36,42,0,15,7
Oregon,22,46,2,22,8
Pennsylvania,37,40,2,15,6
Rhode Island,36,36,7,7,14
South Carolina,30,47,4,14,5
South Dakota,44,31,0,19,6
Tennessee,30,49,1,17,3
Texas,40,36,2,13,9
Utah,32,37,8,15,8
Vermont,20,40,0,40,0
Virginia,42,34,0,12,12
Washington,37,45,3,12,3
West Virginia,42,37,5,11,5
Wisconsin,28,47,2,20,3
Wyoming,100,0,0,0,0
