geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,37,37,0,21,5
Alaska,70,20,0,10,0
Arizona,35,39,3,17,6
Arkansas,39,35,4,13,9
California,45,35,4,12,4
Colorado,37,43,1,11,8
Connecticut,39,37,3,18,3
Delaware,55,18,0,18,9
District of Columbia,44,25,0,25,6
Florida,39,39,3,13,6
Georgia,42,38,6,12,2
Hawaii,60,34,0,0,6
Idaho,23,23,0,47,7
Illinois,41,42,1,10,6
Indiana,31,47,2,15,5
Iowa,35,47,7,4,7
Kansas,48,35,0,14,3
Kentucky,40,34,8,13,5
Louisiana,64,21,0,9,6
Maine,40,40,0,10,10
Maryland,39,37,2,16,6
Massachusetts,46,30,5,11,8
Michigan,44,36,1,15,4
Minnesota,39,42,5,14,0
Mississippi,35,39,3,16,7
Missouri,32,53,1,12,2
Montana,18,46,0,27,9
Nebraska,42,43,5,5,5
Nevada,27,35,3,28,7
New Hampshire,16,25,0,51,8
New Jersey,40,39,3,15,3
New Mexico,20,50,5,25,0
New York,39,41,2,15,3
North Carolina,39,39,4,15,3
North Dakota,50,38,0,12,0
Ohio,38,43,4,12,3
Oklahoma,43,41,2,9,5
Oregon,44,29,2,15,10
Pennsylvania,40,35,1,13,11
Rhode Island,38,32,0,12,18
South Carolina,31,56,5,8,0
South Dakota,63,12,0,25,0
Tennessee,39,36,0,13,12
Texas,46,36,2,12,4
Utah,22,46,0,23,9
Vermont,0,50,0,0,50
Virginia,35,41,2,17,5
Washington,32,40,2,21,5
West Virginia,37,51,0,4,8
Wisconsin,44,42,0,11,3
Wyoming,0,50,0,50,0
