geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,29,55,0,12,4
Alaska,0,67,0,33,0
Arizona,41,33,7,16,3
Arkansas,48,32,0,10,10
California,44,36,2,13,5
Colorado,40,47,0,7,6
Connecticut,56,32,4,4,4
Delaware,50,0,0,50,0
District of Columbia,59,33,0,8,0
Florida,38,32,4,17,9
Georgia,59,29,0,7,5
Hawaii,53,35,0,6,6
Idaho,11,44,0,45,0
Illinois,41,39,4,13,3
Indiana,35,35,6,18,6
Iowa,44,25,0,31,0
Kansas,42,38,3,14,3
Kentucky,38,34,2,24,2
Louisiana,41,35,3,9,12
Maine,64,18,0,9,9
Maryland,43,29,4,17,7
Massachusetts,43,35,1,14,7
Michigan,33,43,3,15,6
Minnesota,34,38,0,25,3
Mississippi,44,45,0,11,0
Missouri,34,31,9,24,2
Montana,20,40,0,20,20
Nebraska,33,34,0,27,6
Nevada,67,27,6,0,0
New Hampshire,60,40,0,0,0
New Jersey,42,38,0,13,7
New Mexico,44,28,0,28,0
New York,56,29,1,8,6
North Carolina,41,41,1,13,4
North Dakota,25,50,0,25,0
Ohio,51,23,4,17,5
Oklahoma,56,27,2,12,3
Oregon,27,49,3,15,6
Pennsylvania,40,36,1,19,4
Rhode Island,0,67,0,33,0
South Carolina,61,22,0,17,0
South Dakota,25,75,0,0,0
Tennessee,41,41,3,12,3
Texas,44,38,1,14,3
Utah,23,48,5,18,6
Vermont,0,0,0,100,0
Virginia,37,45,5,6,7
Washington,33,41,0,20,6
West Virginia,25,38,25,12,0
Wisconsin,34,40,4,17,5
Wyoming,25,75,0,0,0
