geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,29,41,4,24,2
Alaska,60,40,0,0,0
Arizona,29,42,9,14,6
Arkansas,45,45,3,3,4
California,42,38,3,14,3
Colorado,32,41,3,19,5
Connecticut,35,44,2,15,4
Delaware,25,63,0,12,0
District of Columbia,34,48,0,15,3
Florida,41,38,2,15,4
Georgia,38,45,2,14,1
Hawaii,56,33,0,11,0
Idaho,40,34,0,20,6
Illinois,36,41,1,16,6
Indiana,36,42,0,20,2
Iowa,37,34,0,21,8
Kansas,47,34,0,19,0
Kentucky,29,51,1,13,6
Louisiana,32,45,3,14,6
Maine,41,46,0,13,0
Maryland,34,40,5,17,4
Massachusetts,43,38,3,10,6
Michigan,45,37,4,9,5
Minnesota,39,34,7,14,6
Mississippi,32,54,0,11,3
Missouri,34,45,3,14,4
Montana,29,43,0,14,14
Nebraska,49,11,3,30,7
Nevada,51,34,3,12,0
New Hampshire,33,50,0,0,17
New Jersey,37,43,1,15,4
New Mexico,44,48,4,4,0
New York,36,38,3,19,4
North Carolina,37,44,3,13,3
North Dakota,33,34,0,33,0
Ohio,32,34,5,22,7
Oklahoma,33,44,3,20,0
Oregon,38,39,3,17,3
Pennsylvania,37,44,2,13,4
Rhode Island,47,43,5,5,0
South Carolina,37,46,2,7,8
South Dakota,36,46,0,18,0
Tennessee,29,52,6,11,2
Texas,40,36,3,16,5
Utah,29,51,4,12,4
Vermont,33,34,0,33,0
Virginia,44,38,4,13,1
Washington,34,51,3,9,3
West Virginia,24,58,0,14,4
Wisconsin,26,55,5,8,6
Wyoming,33,45,0,22,0
