geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,31,41,2,23,3
Alaska,72,28,0,0,0
Arizona,34,48,1,7,10
Arkansas,44,27,0,13,16
California,39,39,5,14,3
Colorado,32,54,0,13,1
Connecticut,57,29,4,8,2
Delaware,30,70,0,0,0
District of Columbia,47,39,0,7,7
Florida,41,42,2,11,4
Georgia,41,43,4,9,3
Hawaii,64,27,0,9,0
Idaho,29,59,0,4,8
Illinois,30,44,3,16,7
Indiana,25,56,2,12,5
Iowa,25,41,3,19,12
Kansas,41,36,0,11,12
Kentucky,38,42,2,16,2
Louisiana,34,50,6,6,4
Maine,41,54,0,5,0
Maryland,45,39,2,10,4
Massachusetts,34,43,7,11,5
Michigan,38,34,4,17,7
Minnesota,31,38,3,22,6
Mississippi,32,41,4,9,14
Missouri,42,41,2,10,5
Montana,18,73,0,0,9
Nebraska,56,22,11,0,11
Nevada,31,49,0,17,3
New Hampshire,27,54,0,13,6
New Jersey,45,33,5,13,4
New Mexico,31,57,4,8,0
New York,41,38,3,13,5
North Carolina,38,36,8,13,5
North Dakota,50,34,0,16,0
Ohio,41,32,4,17,6
Oklahoma,42,28,3,24,3
Oregon,37,42,3,12,6
Pennsylvania,39,43,3,11,4
Rhode Island,42,34,8,16,0
South Carolina,48,32,2,16,2
South Dakota,0,100,0,0,0
Tennessee,31,44,2,14,9
Texas,42,36,4,15,3
Utah,40,44,0,16,0
Vermont,33,67,0,0,0
Virginia,44,35,1,11,9
Washington,35,49,2,11,3
West Virginia,57,36,7,0,0
Wisconsin,20,59,0,14,7
Wyoming,16,51,0,33,0
