geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,35,39,4,7,15
Alaska,25,75,0,0,0
Arizona,44,34,1,14,7
Arkansas,30,47,0,11,12
California,41,34,2,19,4
Colorado,43,33,4,16,4
Connecticut,37,22,2,25,14
Delaware,67,33,0,0,0
District of Columbia,51,33,0,0,16
Florida,35,40,1,20,4
Georgia,51,22,5,20,2
Hawaii,25,25,0,42,8
Idaho,39,54,0,0,7
Illinois,40,34,1,17,8
Indiana,41,18,0,30,11
Iowa,35,30,0,30,5
Kansas,60,29,0,11,0
Kentucky,36,43,7,3,11
Louisiana,58,24,3,15,0
Maine,25,50,0,25,0
Maryland,49,24,1,13,13
Massachusetts,54,26,1,15,4
Michigan,52,33,1,11,3
Minnesota,40,34,6,19,1
Mississippi,53,37,5,5,0
Missouri,40,38,2,20,0
Montana,20,60,0,20,0
Nebraska,34,11,11,22,22
Nevada,47,27,6,20,0
New Hampshire,29,43,14,14,0
New Jersey,50,32,1,12,5
New Mexico,28,39,11,17,5
New York,54,29,3,11,3
North Carolina,40,36,3,15,6
North Dakota,50,25,0,25,0
Ohio,44,26,2,23,5
Oklahoma,48,37,0,10,5
Oregon,42,37,2,11,8
Pennsylvania,43,35,3,13,6
Rhode Island,40,30,0,30,0
South Carolina,52,40,0,8,0
South Dakota,81,0,0,19,0
Tennessee,37,48,2,13,0
Texas,45,29,4,19,3
Utah,49,28,0,17,6
Vermont,59,25,0,0,16
Virginia,45,32,2,16,5
Washington,35,37,4,15,9
West Virginia,25,50,0,25,0
Wisconsin,36,45,0,14,5
Wyoming,67,33,0,0,0
