geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,46,38,0,16,0
Alaska,38,50,0,12,0
Arizona,40,35,5,15,5
Arkansas,54,31,0,8,7
California,42,35,4,14,5
Colorado,34,49,2,15,0
Connecticut,43,27,0,20,10
Delaware,20,40,0,40,0
District of Columbia,53,26,0,5,16
Florida,42,42,2,12,2
Georgia,51,28,2,10,9
Hawaii,31,38,0,31,0
Idaho,25,38,0,25,12
Illinois,45,40,2,10,3
Indiana,47,36,6,9,2
Iowa,34,39,5,22,0
Kansas,41,41,4,10,4
Kentucky,42,39,5,9,5
Louisiana,63,30,0,4,3
Maine,42,33,0,25,0
Maryland,45,28,1,16,10
Massachusetts,44,31,2,19,4
Michigan,44,30,2,22,2
Minnesota,31,39,7,16,7
Mississippi,44,31,6,19,0
Missouri,33,32,5,30,0
Montana,40,34,0,20,6
Nebraska,57,12,6,19,6
Nevada,42,37,0,21,0
New Hampshire,20,40,0,20,20
New Jersey,43,39,1,12,5
New Mexico,37,36,0,18,9
New York,42,32,2,12,12
North Carolina,40,28,3,22,7
North Dakota,33,67,0,0,0
Ohio,31,31,1,26,11
Oklahoma,45,38,3,14,0
Oregon,55,29,2,14,0
Pennsylvania,40,37,1,17,5
Rhode Island,47,15,7,24,7
South Carolina,36,44,5,8,7
South Dakota,0,0,0,0,100
Tennessee,28,56,2,12,2
Texas,43,36,2,16,3
Utah,27,46,9,18,0
Vermont,50,50,0,0,0
Virginia,51,30,4,10,5
Washington,53,34,1,11,1
West Virginia,44,40,0,12,4
Wisconsin,34,37,2,20,7
Wyoming,50,50,0,0,0
