geoName,glaucoma
Alabama,16
Alaska,0
Arizona,20
Arkansas,0
California,15
Colorado,45
Connecticut,30
Delaware,0
District of Columbia,39
Florida,30
Georgia,30
Hawaii,29
Idaho,0
Illinois,13
Indiana,35
Iowa,21
Kansas,17
Kentucky,16
Louisiana,15
Maine,100
Maryland,22
Massachusetts,17
Michigan,39
Minnesota,27
Mississippi,0
Missouri,19
Montana,0
Nebraska,27
Nevada,38
New Hampshire,64
New Jersey,29
New Mexico,35
New York,20
North Carolina,15
North Dakota,0
Ohio,21
Oklahoma,0
Oregon,46
Pennsylvania,16
Rhode Island,0
South Carolina,32
South Dakota,63
Tennessee,33
Texas,26
Utah,17
Vermont,0
Virginia,21
Washington,28
West Virginia,69
Wisconsin,8
Wyoming,0
