geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,25,51,3,18,3
Alaska,0,100,0,0,0
Arizona,51,30,0,14,5
Arkansas,36,9,0,37,18
California,42,35,1,15,7
Colorado,34,38,2,15,11
Connecticut,42,35,0,21,2
Delaware,50,25,0,25,0
District of Columbia,56,24,0,9,11
Florida,40,40,0,14,6
Georgia,45,33,3,11,8
Hawaii,38,50,0,0,12
Idaho,43,36,0,14,7
Illinois,48,26,4,16,6
Indiana,28,64,0,6,2
Iowa,40,35,5,20,0
Kansas,43,36,0,14,7
Kentucky,32,41,0,23,4
Louisiana,50,23,0,23,4
Maine,31,23,0,31,15
Maryland,46,32,2,14,6
Massachusetts,43,28,6,15,8
Michigan,42,35,1,14,8
Minnesota,41,33,4,11,11
Mississippi,40,34,0,20,6
Missouri,37,35,4,22,2
Montana,33,50,0,17,0
Nebraska,45,45,5,0,5
Nevada,31,35,0,26,8
New Hampshire,39,54,0,7,0
New Jersey,42,42,1,12,3
New Mexico,46,23,0,31,0
New York,47,29,4,13,7
North Carolina,48,33,1,13,5
North Dakota,20,40,0,40,0
Ohio,40,24,5,24,7
Oklahoma,48,37,5,5,5
Oregon,31,45,0,12,12
Pennsylvania,47,37,1,13,2
Rhode Island,40,0,0,0,60
South Carolina,43,38,0,12,7
South Dakota,0,63,0,37,0
Tennessee,39,39,2,14,6
Texas,48,35,2,11,4
Utah,31,38,0,19,12
Vermont,50,50,0,0,0
Virginia,40,39,2,12,7
Washington,47,30,4,14,5
West Virginia,59,16,0,25,0
Wisconsin,40,42,4,6,8
Wyoming,0,0,0,100,0
