geoName,glaucoma
Alabama,21
Alaska,0
Arizona,50
Arkansas,0
California,27
Colorado,40
Connecticut,24
Delaware,0
District of Columbia,40
Florida,35
Georgia,14
Hawaii,73
Idaho,0
Illinois,20
Indiana,14
Iowa,80
Kansas,0
Kentucky,28
Louisiana,40
Maine,41
Maryland,27
Massachusetts,25
Michigan,20
Minnesota,17
Mississippi,41
Missouri,31
Montana,71
Nebraska,0
Nevada,0
New Hampshire,40
New Jersey,13
New Mexico,0
New York,48
North Carolina,0
North Dakota,0
Ohio,27
Oklahoma,0
Oregon,35
Pennsylvania,8
Rhode Island,42
South Carolina,0
South Dakota,0
Tennessee,66
Texas,23
Utah,21
Vermont,100
Virginia,38
Washington,6
West Virginia,0
Wisconsin,21
Wyoming,0
