geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,39,52,0,9,0
Alaska,50,34,0,16,0
Arizona,34,53,2,11,0
Arkansas,22,67,0,11,0
California,39,40,4,12,5
Colorado,26,50,1,18,5
Connecticut,33,55,4,8,0
Delaware,27,55,0,9,9
District of Columbia,41,59,0,0,0
Florida,32,48,3,13,4
Georgia,41,37,1,14,7
Hawaii,53,42,0,5,0
Idaho,47,40,0,13,0
Illinois,33,40,6,16,5
Indiana,24,63,0,12,1
Iowa,32,38,3,27,0
Kansas,23,47,0,24,6
Kentucky,27,50,0,17,6
Louisiana,33,53,0,6,8
Maine,13,74,0,13,0
Maryland,34,43,3,15,5
Massachusetts,30,45,1,17,7
Michigan,28,51,0,15,6
Minnesota,37,41,2,16,4
Mississippi,47,39,3,2,9
Missouri,43,48,1,4,4
Montana,50,50,0,0,0
Nebraska,38,35,11,13,3
Nevada,40,46,5,6,3
New Hampshire,40,60,0,0,0
New Jersey,33,51,2,13,1
New Mexico,17,74,0,3,6
New York,34,48,2,14,2
North Carolina,33,48,3,13,3
North Dakota,46,47,0,7,0
Ohio,32,41,4,15,8
Oklahoma,39,42,2,17,0
Oregon,29,52,3,15,1
Pennsylvania,31,48,1,17,3
Rhode Island,36,46,0,9,9
South Carolina,41,42,1,12,4
South Dakota,33,33,0,0,34
Tennessee,34,47,0,15,4
Texas,38,43,2,12,5
Utah,42,42,4,10,2
Vermont,45,22,0,22,11
Virginia,41,40,3,14,2
Washington,30,49,3,13,5
West Virginia,33,58,9,0,0
Wisconsin,23,48,1,19,9
Wyoming,43,43,0,14,0
