geoName,glaucoma
Alabama,34
Alaska,0
Arizona,34
Arkansas,29
California,26
Colorado,14
Connecticut,39
Delaware,0
District of Columbia,14
Florida,21
Georgia,23
Hawaii,30
Idaho,38
Illinois,29
Indiana,43
Iowa,42
Kansas,54
Kentucky,23
Louisiana,63
Maine,68
Maryland,52
Massachusetts,36
Michigan,27
Minnesota,41
Mississippi,32
Missouri,39
Montana,60
Nebraska,53
Nevada,22
New Hampshire,0
New Jersey,26
New Mexico,35
New York,33
North Carolina,31
North Dakota,0
Ohio,50
Oklahoma,53
Oregon,57
Pennsylvania,42
Rhode Island,32
South Carolina,0
South Dakota,0
Tennessee,31
Texas,30
Utah,50
Vermont,0
Virginia,15
Washington,25
West Virginia,0
Wisconsin,50
Wyoming,100
