geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,36,46,0,15,3
Alaska,0,66,0,34,0
Arizona,47,26,5,20,2
Arkansas,24,47,0,24,5
California,42,34,2,15,7
Colorado,45,35,1,14,5
Connecticut,34,40,5,8,13
Delaware,58,28,0,14,0
District of Columbia,52,34,0,10,4
Florida,43,33,1,19,4
Georgia,51,30,2,14,3
Hawaii,68,24,0,8,0
Idaho,34,49,0,17,0
Illinois,41,29,3,17,10
Indiana,31,40,2,19,8
Iowa,25,32,4,32,7
Kansas,44,28,0,14,14
Kentucky,53,20,3,7,17
Louisiana,40,49,0,11,0
Maine,17,41,0,34,8
Maryland,34,35,7,10,14
Massachusetts,48,35,0,8,9
Michigan,37,35,2,24,2
Minnesota,40,35,4,16,5
Mississippi,40,27,0,33,0
Missouri,44,33,4,13,6
Montana,0,25,0,51,24
Nebraska,15,43,14,14,14
Nevada,35,33,4,24,4
New Hampshire,0,75,0,0,25
New Jersey,38,41,3,15,3
New Mexico,29,35,0,29,7
New York,47,28,5,15,5
North Carolina,26,45,5,21,3
North Dakota,0,100,0,0,0
Ohio,50,19,6,22,3
Oklahoma,26,35,7,25,7
Oregon,54,32,7,4,3
Pennsylvania,43,30,1,17,9
Rhode Island,34,49,0,17,0
South Carolina,23,55,3,13,6
South Dakota,0,49,0,51,0
Tennessee,32,50,2,11,5
Texas,46,25,4,20,5
Utah,30,35,21,14,0
Vermont,34,33,0,33,0
Virginia,50,28,2,18,2
Washington,39,32,6,16,7
West Virginia,23,66,0,11,0
Wisconsin,26,49,2,13,10
Wyoming,0,49,0,51,0
