geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,13,66,0,17,4
Alaska,80,0,0,20,0
Arizona,38,42,1,13,6
Arkansas,36,46,0,9,9
California,48,31,3,13,5
Colorado,39,29,0,24,8
Connecticut,31,27,4,11,27
Delaware,67,16,0,17,0
District of Columbia,47,29,0,12,12
Florida,44,33,0,20,3
Georgia,46,35,1,17,1
Hawaii,18,64,0,0,18
Idaho,12,38,0,25,25
Illinois,50,28,2,16,4
Indiana,33,42,4,21,0
Iowa,55,35,0,10,0
Kansas,50,30,0,10,10
Kentucky,44,28,0,24,4
Louisiana,55,18,9,14,4
Maine,35,23,0,36,6
Maryland,53,27,4,14,2
Massachusetts,52,25,1,16,6
Michigan,49,29,0,18,4
Minnesota,60,21,0,17,2
Mississippi,60,40,0,0,0
Missouri,33,34,3,16,14
Montana,28,58,0,14,0
Nebraska,21,36,14,29,0
Nevada,47,27,3,23,0
New Hampshire,47,17,6,6,24
New Jersey,44,40,0,11,5
New Mexico,22,45,0,22,11
New York,42,37,1,12,8
North Carolina,36,42,4,9,9
North Dakota,33,67,0,0,0
Ohio,36,36,1,18,9
Oklahoma,45,37,2,8,8
Oregon,39,46,0,9,6
Pennsylvania,48,34,1,15,2
Rhode Island,67,22,0,11,0
South Carolina,31,54,4,11,0
South Dakota,100,0,0,0,0
Tennessee,32,36,4,21,7
Texas,41,35,3,14,7
Utah,23,47,0,23,7
Vermont,0,75,0,25,0
Virginia,52,35,0,10,3
Washington,38,39,4,14,5
West Virginia,62,7,8,15,8
Wisconsin,28,47,2,19,4
Wyoming,100,0,0,0,0
