geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,28,64,0,0,8
Alaska,0,65,0,35,0
Arizona,34,42,8,5,11
Arkansas,28,67,0,0,5
California,40,39,3,15,3
Colorado,24,54,0,17,5
Connecticut,22,50,0,24,4
Delaware,33,33,0,17,17
District of Columbia,54,46,0,0,0
Florida,41,42,4,10,3
Georgia,42,33,3,18,4
Hawaii,35,65,0,0,0
Idaho,60,30,0,0,10
Illinois,45,35,2,14,4
Indiana,42,35,3,17,3
Iowa,40,60,0,0,0
Kansas,46,33,4,9,8
Kentucky,35,29,5,22,9
Louisiana,57,26,0,14,3
Maine,40,50,0,10,0
Maryland,44,37,7,5,7
Massachusetts,42,32,4,12,10
Michigan,43,42,1,11,3
Minnesota,45,36,0,17,2
Mississippi,46,33,0,21,0
Missouri,46,44,4,4,2
Montana,60,40,0,0,0
Nebraska,75,12,0,0,13
Nevada,37,45,4,14,0
New Hampshire,35,28,0,30,7
New Jersey,41,41,3,12,3
New Mexico,50,25,0,8,17
New York,37,38,3,16,6
North Carolina,42,35,4,15,4
North Dakota,0,0,0,0,0
Ohio,44,29,4,22,1
Oklahoma,46,46,0,4,4
Oregon,30,43,0,27,0
Pennsylvania,40,31,5,15,9
Rhode Island,33,33,0,23,11
South Carolina,33,50,5,9,3
South Dakota,55,22,0,23,0
Tennessee,38,24,4,28,6
Texas,45,37,3,12,3
Utah,28,35,4,29,4
Vermont,80,20,0,0,0
Virginia,50,27,2,14,7
Washington,42,40,1,13,4
West Virginia,100,0,0,0,0
Wisconsin,50,44,0,3,3
Wyoming,0,100,0,0,0
