geoName,glaucoma
Alabama,60
Alaska,0
Arizona,32
Arkansas,68
California,34
Colorado,14
Connecticut,0
Delaware,0
District of Columbia,33
Florida,30
Georgia,41
Hawaii,0
Idaho,96
Illinois,50
Indiana,15
Iowa,27
Kansas,41
Kentucky,19
Louisiana,37
Maine,74
Maryland,57
Massachusetts,30
Michigan,21
Minnesota,50
Mississippi,37
Missouri,67
Montana,0
Nebraska,32
Nevada,65
New Hampshire,0
New Jersey,24
New Mexico,0
New York,52
North Carolina,12
North Dakota,0
Ohio,47
Oklahoma,0
Oregon,11
Pennsylvania,32
Rhode Island,39
South Carolina,20
South Dakota,0
Tennessee,64
Texas,34
Utah,42
Vermont,100
Virginia,38
Washington,50
West Virginia,0
Wisconsin,10
Wyoming,0
