geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,40,35,2,23,0
Alaska,45,33,0,22,0
Arizona,36,46,1,15,2
Arkansas,42,45,0,10,3
California,43,40,2,11,4
Colorado,36,52,3,8,1
Connecticut,37,37,0,19,7
Delaware,20,47,0,20,13
District of Columbia,47,27,0,20,6
Florida,41,41,1,13,4
Georgia,43,33,2,19,3
Hawaii,35,36,0,24,5
Idaho,27,47,0,15,11
Illinois,43,36,4,11,6
Indiana,36,43,3,14,4
Iowa,32,45,0,23,0
Kansas,35,33,5,20,7
Kentucky,38,36,0,21,5
Louisiana,54,31,0,13,2
Maine,28,39,0,11,22
Maryland,44,33,1,15,7
Massachusetts,36,42,1,14,7
Michigan,44,32,6,11,7
Minnesota,41,41,2,14,2
Mississippi,61,31,0,8,0
Missouri,43,32,3,16,6
Montana,30,60,0,0,10
Nebraska,26,64,0,7,3
Nevada,38,41,2,15,4
New Hampshire,50,25,0,25,0
New Jersey,39,44,0,13,4
New Mexico,35,25,10,25,5
New York,42,38,1,16,3
North Carolina,34,38,6,16,6
North Dakota,57,14,0,29,0
Ohio,35,47,2,13,3
Oklahoma,37,46,4,13,0
Oregon,31,44,1,21,3
Pennsylvania,43,34,2,12,9
Rhode Island,46,41,0,9,4
South Carolina,46,43,1,7,3
South Dakota,45,46,0,9,0
Tennessee,39,48,2,8,3
Texas,46,32,2,15,5
Utah,41,45,5,9,0
Vermont,63,25,0,12,0
Virginia,45,38,0,13,4
Washington,43,42,3,7,5
West Virginia,32,53,10,5,0
Wisconsin,38,36,1,22,3
Wyoming,0,0,0,100,0
