geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,25,44,4,21,6
Alaska,16,60,0,24,0
Arizona,32,53,2,8,5
Arkansas,37,43,5,13,2
California,40,39,4,12,5
Colorado,27,48,4,17,4
Connecticut,38,38,5,16,3
Delaware,38,40,0,15,7
District of Columbia,75,13,0,0,12
Florida,36,47,4,10,3
Georgia,36,44,2,16,2
Hawaii,37,47,0,8,8
Idaho,21,57,0,22,0
Illinois,40,37,3,16,4
Indiana,21,65,2,7,5
Iowa,29,44,4,19,4
Kansas,32,38,4,22,4
Kentucky,37,42,0,18,3
Louisiana,37,41,0,18,4
Maine,47,39,0,14,0
Maryland,49,35,0,9,7
Massachusetts,27,48,4,16,5
Michigan,49,33,4,10,4
Minnesota,41,33,2,20,4
Mississippi,46,28,0,11,15
Missouri,30,43,6,17,4
Montana,17,56,0,27,0
Nebraska,37,55,0,8,0
Nevada,33,46,3,12,6
New Hampshire,48,19,0,24,9
New Jersey,39,42,3,12,4
New Mexico,21,61,0,18,0
New York,36,41,4,13,6
North Carolina,33,45,3,13,6
North Dakota,64,18,0,18,0
Ohio,35,42,4,13,6
Oklahoma,18,62,2,11,7
Oregon,31,47,2,16,4
Pennsylvania,35,46,1,13,5
Rhode Island,59,31,5,5,0
South Carolina,41,43,5,10,1
South Dakota,33,51,0,16,0
Tennessee,30,45,4,17,4
Texas,40,42,3,10,5
Utah,33,35,4,21,7
Vermont,33,43,0,16,8
Virginia,38,40,2,11,9
Washington,41,38,5,13,3
West Virginia,46,34,0,16,4
Wisconsin,36,44,5,12,3
Wyoming,0,51,0,49,0
