geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,37,39,0,18,6
Alaska,50,40,0,10,0
Arizona,39,37,3,18,3
Arkansas,48,36,4,8,4
California,42,38,3,13,4
Colorado,29,46,6,13,6
Connecticut,45,30,6,14,5
Delaware,30,60,0,10,0
District of Columbia,40,50,0,0,10
Florida,37,41,4,11,7
Georgia,36,47,2,12,3
Hawaii,26,54,0,20,0
Idaho,36,46,0,14,4
Illinois,39,34,3,17,7
Indiana,35,47,3,12,3
Iowa,20,52,0,23,5
Kansas,34,39,4,19,4
Kentucky,30,46,4,16,4
Louisiana,30,46,6,18,0
Maine,36,32,0,28,4
Maryland,41,36,1,12,10
Massachusetts,44,35,5,9,7
Michigan,41,40,4,11,4
Minnesota,30,47,4,11,8
Mississippi,52,28,4,8,8
Missouri,31,39,6,20,4
Montana,14,72,0,14,0
Nebraska,32,40,8,16,4
Nevada,42,31,3,24,0
New Hampshire,50,45,0,5,0
New Jersey,41,38,2,12,7
New Mexico,23,47,7,20,3
New York,39,38,4,15,4
North Carolina,37,40,4,9,10
North Dakota,20,20,0,60,0
Ohio,36,36,6,19,3
Oklahoma,27,43,10,18,2
Oregon,42,35,3,9,11
Pennsylvania,40,41,2,11,6
Rhode Island,53,24,0,18,5
South Carolina,45,40,1,13,1
South Dakota,33,42,0,25,0
Tennessee,36,51,1,10,2
Texas,38,38,5,14,5
Utah,39,36,5,15,5
Vermont,20,40,0,0,40
Virginia,40,38,5,13,4
Washington,30,49,4,14,3
West Virginia,34,45,5,11,5
Wisconsin,39,43,1,12,5
Wyoming,8,67,0,25,0
