geoName,glaucoma
Alabama,49
Alaska,31
Arizona,20
Arkansas,0
California,24
Colorado,11
Connecticut,52
Delaware,0
District of Columbia,30
Florida,19
Georgia,14
Hawaii,57
Idaho,0
Illinois,23
Indiana,35
Iowa,49
Kansas,54
Kentucky,29
Louisiana,27
Maine,19
Maryland,23
Massachusetts,20
Michigan,37
Minnesota,26
Mississippi,0
Missouri,30
Montana,0
Nebraska,17
Nevada,11
New Hampshire,38
New Jersey,22
New Mexico,23
New York,21
North Carolina,27
North Dakota,0
Ohio,18
Oklahoma,32
Oregon,24
Pennsylvania,27
Rhode Island,0
South Carolina,20
South Dakota,0
Tennessee,31
Texas,28
Utah,11
Vermont,100
Virginia,17
Washington,26
West Virginia,0
Wisconsin,31
Wyoming,0
