geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,41,32,2,18,7
Alaska,25,75,0,0,0
Arizona,43,37,2,15,3
Arkansas,29,57,0,7,7
California,42,43,1,12,2
Colorado,31,39,2,18,10
Connecticut,30,47,2,17,4
Delaware,67,33,0,0,0
District of Columbia,30,40,0,25,5
Florida,37,47,2,11,3
Georgia,41,47,1,7,4
Hawaii,38,19,0,37,6
Idaho,9,64,0,27,0
Illinois,40,39,2,15,4
Indiana,29,48,2,17,4
Iowa,40,40,7,13,0
Kansas,37,41,0,11,11
Kentucky,29,43,3,14,11
Louisiana,54,39,0,3,4
Maine,28,39,0,28,5
Maryland,43,27,4,18,8
Massachusetts,43,34,2,12,9
Michigan,40,42,1,15,2
Minnesota,34,41,2,22,1
Mississippi,50,42,0,0,8
Missouri,28,36,0,24,12
Montana,67,22,0,11,0
Nebraska,50,30,0,20,0
Nevada,34,43,0,13,10
New Hampshire,27,27,0,33,13
New Jersey,41,44,1,13,1
New Mexico,13,47,0,34,6
New York,38,42,1,15,4
North Carolina,27,45,3,19,6
North Dakota,33,67,0,0,0
Ohio,39,39,4,13,5
Oklahoma,36,47,3,9,5
Oregon,24,45,8,14,9
Pennsylvania,42,41,0,11,6
Rhode Island,34,50,0,16,0
South Carolina,27,47,0,20,6
South Dakota,34,33,0,33,0
Tennessee,40,45,0,12,3
Texas,43,40,1,12,4
Utah,30,50,0,15,5
Vermont,33,67,0,0,0
Virginia,33,41,2,19,5
Washington,34,43,3,15,5
West Virginia,50,20,0,20,10
Wisconsin,41,36,6,15,2
Wyoming,75,25,0,0,0
