geoName,glaucoma
Alabama,0
Alaska,0
Arizona,45
Arkansas,47
California,24
Colorado,31
Connecticut,25
Delaware,0
District of Columbia,23
Florida,33
Georgia,19
Hawaii,50
Idaho,66
Illinois,28
Indiana,10
Iowa,100
Kansas,30
Kentucky,42
Louisiana,39
Maine,0
Maryland,13
Massachusetts,35
Michigan,24
Minnesota,23
Mississippi,0
Missouri,21
Montana,50
Nebraska,0
Nevada,84
New Hampshire,28
New Jersey,25
New Mexico,30
New York,27
North Carolina,43
North Dakota,0
Ohio,26
Oklahoma,0
Oregon,16
Pennsylvania,30
Rhode Island,0
South Carolina,41
South Dakota,0
Tennessee,27
Texas,41
Utah,15
Vermont,63
Virginia,33
Washington,28
West Virginia,0
Wisconsin,41
Wyoming,78
