geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,19,53,3,18,7
Alaska,37,51,0,12,0
Arizona,27,57,2,7,7
Arkansas,41,43,4,12,0
California,37,39,5,15,4
Colorado,27,56,2,14,1
Connecticut,40,36,3,20,1
Delaware,47,20,0,33,0
District of Columbia,33,34,0,11,22
Florida,39,44,2,11,4
Georgia,46,41,2,9,2
Hawaii,40,46,0,10,4
Idaho,42,33,0,15,10
Illinois,37,40,4,14,5
Indiana,30,58,1,9,2
Iowa,32,59,3,6,0
Kansas,21,45,0,22,12
Kentucky,36,43,0,17,4
Louisiana,32,42,2,18,6
Maine,44,32,0,6,18
Maryland,53,31,1,6,9
Massachusetts,41,36,1,13,9
Michigan,36,47,4,6,7
Minnesota,21,44,6,22,7
Mississippi,28,52,3,7,10
Missouri,35,38,3,9,15
Montana,0,84,0,16,0
Nebraska,18,45,12,25,0
Nevada,16,52,12,16,4
New Hampshire,44,41,0,15,0
New Jersey,40,45,1,11,3
New Mexico,21,30,7,28,14
New York,43,36,2,15,4
North Carolina,37,38,3,15,7
North Dakota,41,26,0,33,0
Ohio,39,35,5,15,6
Oklahoma,31,52,3,3,11
Oregon,29,47,3,12,9
Pennsylvania,35,38,2,20,5
Rhode Island,44,26,18,12,0
South Carolina,42,37,5,13,3
South Dakota,44,34,0,11,11
Tennessee,41,40,0,14,5
Texas,39,39,4,11,7
Utah,43,49,0,8,0
Vermont,40,0,0,60,0
Virginia,53,25,5,12,5
Washington,31,48,2,13,6
West Virginia,29,61,0,10,0
Wisconsin,14,56,1,27,2
Wyoming,24,76,0,0,0
